Elapsed time(s),ECG(mV),peak,foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
3493.742,-0.385,,1.927,71.993,16.18,12.832
3493.806,-0.108,,1.927,71.993,16.18,12.93
3493.871,0.064,,1.927,78.992,16.18,13.022
3493.935,0.404,,1.927,78.992,16.18,13.096
3494,0.197,,1.927,78.992,16.18,13.116
3494.065,-0.109,,1.929,78.992,16.18,13.036
3494.129,-0.121,,1.929,78.992,16.18,12.868
3494.194,-0.138,,1.929,78.992,16.18,12.66
3494.258,-0.133,,1.932,78.992,16.18,12.48
3494.323,-0.1,,1.929,78.992,16.18,12.35
3494.387,-0.075,,1.932,78.992,16.18,12.236
3494.452,0.318,,1.932,78.992,16.18,12.122
3494.516,-0.063,,1.932,78.992,16.18,12.036
3494.581,0.041,,1.932,78.992,16.18,11.984
3494.645,0.29,,1.932,79.992,16.18,11.94
3494.71,0.498,,1.932,79.992,16.18,11.896
3494.774,0.009,,1.932,79.992,16.18,11.852
3494.839,-0.08,,1.932,79.992,16.18,11.814
3494.903,-0.083,,1.932,79.992,16.18,11.756
3494.968,-0.107,,1.932,79.992,16.18,11.692
3495.032,-0.109,,1.932,79.992,16.18,11.634
3495.097,-0.095,,1.932,79.992,16.18,11.59
3495.161,-0.1,,1.932,79.992,16.18,11.574
3495.226,0.451,,1.932,79.992,16.18,11.558
3495.29,-0.219,,1.932,79.992,16.18,11.554
3495.355,-0.008,,1.932,79.992,16.18,11.548
3495.419,0.148,,1.932,74.993,16.18,11.548
3495.484,0.495,,1.932,74.993,16.18,11.55
3495.548,0.197,,1.932,74.993,16.18,11.538
3495.613,-0.087,,1.932,74.993,16.18,11.542
3495.677,-0.09,,1.932,74.993,16.18,11.53
3495.742,-0.114,,1.932,74.993,16.18,11.486
3495.806,-0.128,,1.932,74.993,16.18,11.446
3495.871,-0.131,,1.929,74.993,16.18,11.438
3495.935,-0.133,,1.929,74.993,16.18,11.424
3496,-0.136,,1.929,74.993,16.18,11.43
3496.065,-0.128,,1.929,74.993,16.18,11.442
3496.129,-0.143,,1.929,74.993,16.18,11.46
3496.194,-0.091,,1.929,74.993,16.16,11.492
3496.258,-0.119,,1.929,74.993,16.18,11.532
3496.323,-0.051,,1.929,74.993,16.16,11.59
3496.387,0.125,,1.929,74.993,16.18,11.658
3496.452,0.47,,1.929,74.993,16.18,11.756
3496.516,0.146,,1.929,74.993,16.16,11.996
3496.581,-0.128,,1.929,74.993,16.16,12.006
3496.645,-0.152,,1.929,74.993,16.18,12.126
3496.71,-0.184,,1.929,74.993,16.16,12.23
3496.774,-0.197,,1.929,74.993,16.16,12.326
3496.839,-0.196,,1.93,74.993,16.16,12.42
3496.903,-0.164,,1.932,74.993,16.16,12.508
3496.968,-0.168,,1.932,74.993,16.16,12.584
3497.032,0.255,,1.932,74.993,16.16,12.65
3497.097,-0.141,,1.932,74.993,16.16,12.69
3497.161,-0.006,,1.932,74.993,16.16,12.718
3497.226,0.229,,1.932,74.993,16.16,12.684
3497.29,0.481,,1.932,74.993,16.18,12.62
3497.355,0.018,,1.932,74.993,16.18,12.516
3497.419,-0.09,,1.932,74.993,16.18,12.374
3497.484,-0.1,,1.932,74.993,16.18,12.204
3497.548,-0.117,,1.932,74.993,16.18,12.052
3497.613,-0.123,,1.932,74.993,16.18,11.946
3497.677,-0.12,,1.932,74.993,16.18,11.876
3497.742,-0.116,,1.932,74.993,16.18,11.806
3497.806,-0.084,,1.932,74.993,16.18,11.738
3497.871,0.533,,1.932,74.993,16.18,11.68
3497.935,-0.287,,1.932,74.993,16.18,11.662
3498,-0.012,,1.932,74.993,16.18,11.704
3498.065,0.107,,1.932,74.993,16.18,11.708
3498.129,0.441,,1.932,74.993,16.18,11.65
3498.194,0.373,,1.932,74.993,16.18,11.582
3498.258,-0.061,,1.932,74.993,16.18,11.556
3498.323,-0.072,,1.932,99.99,16.18,11.552
3498.387,-0.091,,1.932,99.99,16.18,11.502
3498.452,-0.109,,1.932,99.99,16.18,11.482
3498.516,-0.112,,1.932,99.99,16.16,11.478
3498.581,-0.122,,1.932,99.99,16.16,11.446
3498.645,-0.142,,1.932,99.99,16.16,11.44
3498.71,-0.135,,1.932,99.99,16.16,11.45
3498.774,-0.143,,1.93,99.99,16.16,11.482
3498.839,0.391,,1.929,99.99,16.16,11.556
3498.903,-0.27,,1.929,99.99,16.16,11.666
3498.968,-0.076,,1.929,99.99,16.16,11.79
3499.032,0.072,,1.929,99.99,16.16,11.858
3499.097,0.446,,1.929,99.99,16.16,11.954
3499.161,0.187,,1.928,99.99,16.16,12.082
3499.226,-0.137,,1.928,99.99,16.16,12.254
3499.29,-0.159,,1.928,99.99,16.16,12.36
3499.355,-0.197,,1.927,99.99,16.16,12.394
3499.419,-0.21,,1.927,99.99,16.16,12.372
3499.484,-0.205,,1.927,99.99,16.16,12.408
3499.548,-0.177,,1.927,99.99,16.16,12.484
3499.613,-0.163,,1.925,99.99,16.16,12.56
3499.677,0.276,,1.924,99.99,16.16,12.624
3499.742,-0.117,,1.924,99.99,16.16,12.586
3499.806,0.002,,1.924,99.99,16.16,12.54
3499.871,0.243,,1.924,71.993,16.16,12.412
3499.935,0.508,,1.924,71.993,16.16,12.258
3500,0.006,,1.924,71.993,16.16,12.064
3500.065,-0.11,,1.922,71.993,16.16,11.92
3500.129,-0.113,,1.922,71.993,16.15,11.862
3500.194,-0.137,,1.922,71.993,16.15,11.856
3500.258,-0.142,,1.922,71.993,16.15,11.776
3500.323,-0.137,,1.922,71.993,16.16,11.668
3500.387,-0.116,,1.922,71.993,16.15,11.638
3500.452,-0.152,,1.922,71.993,16.15,11.644
3500.516,0.371,,1.922,71.993,16.15,11.65
3500.581,-0.134,,1.922,71.993,16.15,11.678
3500.645,-0.006,,1.922,71.993,16.15,11.718
3500.71,0.2,,1.919,69.993,16.15,11.754
3500.774,0.538,,1.919,69.993,16.16,11.73
3500.839,0.093,,1.919,69.993,16.14,11.75
3500.903,-0.099,,1.919,69.993,16.14,11.792
3500.968,-0.096,,1.919,69.993,16.14,11.72
3501.032,-0.12,,1.919,69.993,16.14,11.612
3501.097,-0.122,,1.918,69.993,16.14,11.586
3501.161,-0.127,,1.917,69.993,16.14,11.628
3501.226,-0.125,,1.917,69.993,16.16,11.586
3501.29,-0.125,,1.917,69.993,16.16,11.546
3501.355,-0.122,,1.917,69.993,16.14,11.574
3501.419,-0.099,,1.917,69.993,16.14,11.596
3501.484,0.479,,1.917,69.993,16.14,11.572
3501.548,-0.282,,1.917,69.993,16.14,11.598
3501.613,-0.064,,1.914,69.993,16.14,11.594
3501.677,0.051,,1.914,59.994,16.14,11.586
3501.742,0.358,,1.914,59.994,16.14,11.618
3501.806,0.419,,1.915,59.994,16.14,11.692
3501.871,-0.069,,1.915,59.994,16.14,11.75
3501.935,-0.127,,1.917,59.994,16.14,11.788
3502,-0.154,,1.917,59.994,16.14,11.846
3502.065,-0.18,,1.917,59.994,16.14,11.932
3502.129,-0.182,,1.917,59.994,16.14,11.986
3502.194,-0.185,,1.917,59.994,16.14,12.088
3502.258,-0.173,,1.918,59.994,16.14,12.16
3502.323,-0.175,,1.919,59.994,16.13,12.214
3502.387,0.396,,1.919,59.994,16.14,12.308
3502.452,-0.279,,1.919,59.994,16.14,12.41
3502.516,-0.053,,1.922,59.994,16.14,12.51
3502.581,0.132,,1.922,67.993,16.13,12.544
3502.645,0.489,,1.923,67.993,16.14,12.604
3502.71,0.201,,1.924,67.993,16.14,12.59
3502.774,-0.086,,1.924,67.993,16.13,12.556
3502.839,-0.106,,1.924,67.993,16.14,12.49
3502.903,-0.123,,1.924,67.993,16.14,12.398
3502.968,-0.139,,1.924,67.993,16.13,12.21
3503.032,-0.134,,1.924,67.993,16.14,12.048
3503.097,-0.129,,1.924,67.993,16.14,11.992
3503.161,-0.114,,1.924,67.993,16.14,11.908
3503.226,0.52,,1.927,67.993,16.14,11.86
3503.29,-0.287,,1.927,67.993,16.14,11.878
3503.355,-0.031,,1.927,67.993,16.14,11.894
3503.419,0.109,,1.927,69.993,16.14,11.846
3503.484,0.464,,1.927,69.993,16.14,11.808
3503.548,0.302,,1.927,69.993,16.14,11.778
3503.613,-0.086,,1.927,69.993,16.14,11.738
3503.677,-0.095,,1.927,69.993,16.14,11.74
3503.742,-0.109,,1.927,69.993,16.14,11.672
3503.806,-0.119,,1.927,69.993,16.14,11.666
3503.871,-0.119,,1.927,69.993,16.14,11.636
3503.935,-0.123,,1.927,69.993,16.14,11.616
3504,-0.093,,1.927,69.993,16.14,11.588
3504.065,-0.104,,1.927,69.993,16.14,11.576
3504.129,0.403,,1.927,69.993,16.14,11.572
3504.194,-0.143,,1.927,69.993,16.14,11.604
3504.258,0.007,,1.927,69.993,16.14,11.582
3504.323,0.186,,1.927,66.993,16.14,11.568
3504.387,0.527,,1.927,66.993,16.14,11.536
3504.452,0.159,,1.927,66.993,16.14,11.552
3504.516,-0.097,,1.927,66.993,16.14,11.568
3504.581,-0.118,,1.927,66.993,16.13,11.578
3504.645,-0.147,,1.925,66.993,16.14,11.592
3504.71,-0.161,,1.927,66.993,16.14,11.648
3504.774,-0.167,,1.927,66.993,16.13,11.74
3504.839,-0.172,,1.924,66.993,16.14,11.88
3504.903,-0.163,,1.924,66.993,16.14,11.998
3504.968,0.448,,1.924,66.993,16.13,12.116
3505.032,-0.365,,1.924,66.993,16.14,12.222
3505.097,-0.098,,1.924,66.993,16.14,12.306
3505.161,0.048,,1.924,68.993,16.14,12.422
3505.226,0.399,,1.924,68.993,16.14,12.51
3505.29,0.295,,1.924,68.993,16.14,12.608
3505.355,-0.109,,1.924,68.993,16.14,12.678
3505.419,-0.143,,1.922,68.993,16.14,12.688
3505.484,-0.147,,1.922,68.993,16.14,12.708
3505.548,-0.151,,1.922,68.993,16.14,12.694
3505.613,-0.13,,1.922,68.993,16.14,12.612
3505.677,-0.109,,1.922,68.993,16.14,12.482
3505.742,0.53,,1.922,68.993,16.14,12.238
3505.806,-0.285,,1.922,68.993,16.14,12.23
3505.871,-0.011,,1.922,68.993,16.14,12.124
3505.935,0.131,,1.919,68.993,16.14,11.996
3506,0.484,,1.919,68.993,16.14,11.95
3506.065,0.306,,1.919,68.993,16.14,11.832
3506.129,-0.055,,1.919,68.993,16.13,11.762
3506.194,-0.07,,1.919,76.992,16.14,11.728
3506.258,-0.092,,1.919,76.992,16.14,11.68
3506.323,-0.113,,1.919,76.992,16.14,11.668
3506.387,-0.114,,1.919,76.992,16.14,11.668
3506.452,-0.09,,1.919,76.992,16.14,11.646
3506.516,-0.116,,1.918,76.992,16.14,11.712
3506.581,0.396,,1.917,76.992,16.14,11.752
3506.645,-0.15,,1.917,76.992,16.14,11.796
3506.71,0,,1.917,76.992,16.14,11.69
3506.774,0.181,,1.917,72.993,16.14,11.682
3506.839,0.509,,1.917,72.993,16.14,11.754
3506.903,0.123,,1.917,72.993,16.14,11.786
3506.968,-0.096,,1.915,72.993,16.14,11.686
3507.032,-0.104,,1.914,72.993,16.14,11.632
3507.097,-0.14,,1.914,72.993,16.14,11.662
3507.161,-0.144,,1.914,72.993,16.13,11.692
3507.226,-0.163,,1.914,72.993,16.13,11.65
3507.29,-0.165,,1.914,72.993,16.13,11.582
3507.355,-0.147,,1.914,72.993,16.13,11.646
3507.419,0.091,,1.914,72.993,16.13,11.67
3507.484,0,,1.914,72.993,16.12,11.732
3507.548,-0.133,,1.912,72.993,16.12,11.822
3507.613,-0.029,,1.912,67.993,16.12,11.94
3507.677,0.241,,1.912,67.993,16.12,11.902
3507.742,0.421,,1.912,67.993,16.12,12.144
3507.806,-0.095,,1.912,67.993,16.12,12.27
3507.871,-0.171,,1.912,67.993,16.12,12.34
3507.935,-0.203,,1.912,67.993,16.12,12.394
3508,-0.232,,1.912,67.993,16.13,12.538
3508.065,-0.237,,1.912,67.993,16.13,12.548
3508.129,-0.209,,1.912,67.993,16.12,12.556
3508.194,-0.223,,1.912,67.993,16.1,12.75
3508.258,0.326,,1.912,67.993,16.12,12.806
3508.323,-0.258,,1.912,67.993,16.13,12.794
3508.387,-0.06,,1.912,67.993,16.12,12.72
3508.452,0.13,,1.912,74.993,16.12,12.82
3508.516,0.458,,1.912,74.993,16.13,12.694
3508.581,0.099,,1.912,74.993,16.13,12.58
3508.645,-0.118,,1.912,74.993,16.13,12.468
3508.71,-0.124,,1.909,74.993,16.13,12.35
3508.774,-0.144,,1.909,74.993,16.13,12.144
3508.839,-0.155,,1.909,74.993,16.13,12.008
3508.903,-0.143,,1.909,74.993,16.13,12.042
3508.968,-0.125,,1.909,74.993,16.12,11.844
3509.032,0.036,,1.909,74.993,16.13,11.74
3509.097,0.127,,1.909,74.993,16.12,11.886
3509.161,-0.087,,1.909,74.993,16.1,11.924
3509.226,0.016,,1.909,71.993,16.1,11.72
3509.29,0.278,,1.908,71.993,16.1,11.686
3509.355,0.454,,1.908,71.993,16.09,11.846
3509.419,-0.042,,1.907,71.993,16.09,11.812
3509.484,-0.105,,1.907,71.993,16.09,11.668
3509.548,-0.117,,1.907,71.993,16.09,11.724
3509.613,-0.129,,1.907,71.993,16.1,11.8
3509.677,-0.132,,1.907,71.993,16.09,11.68
3509.742,-0.128,,1.907,71.993,16.09,11.622
3509.806,-0.122,,1.907,71.993,16.09,11.708
3509.871,-0.104,,1.907,71.993,16.09,11.666
3509.935,0.498,,1.905,71.993,16.1,11.614
3510,-0.317,,1.905,71.993,16.09,11.6
3510.065,-0.053,,1.904,71.993,16.09,11.606
3510.129,0.065,,1.904,67.993,16.09,11.598
3510.194,0.38,,1.904,67.993,16.09,11.556
3510.258,0.305,,1.904,67.993,16.09,11.62
3510.323,-0.105,,1.904,67.993,16.09,11.668
3510.387,-0.145,,1.903,67.993,16.09,11.692
3510.452,-0.178,,1.902,67.993,16.09,11.74
3510.516,-0.192,,1.902,67.993,16.09,11.812
3510.581,-0.2,,1.902,67.993,16.08,11.92
3510.645,-0.202,,1.902,67.993,16.09,12.064
3510.71,-0.181,,1.902,67.993,16.09,12.198
3510.774,0.322,,1.902,67.993,16.09,12.266
3510.839,-0.274,,1.902,67.993,16.09,12.404
3510.903,-0.127,,1.902,67.993,16.08,12.524
3510.968,0,,1.899,69.993,16.08,12.652
3511.032,0.31,,1.899,69.993,16.08,12.722
3511.097,0.373,,1.899,69.993,16.09,12.834
3511.161,-0.087,,1.899,69.993,16.08,12.948
3511.226,-0.128,,1.899,69.993,16.08,12.946
3511.29,-0.15,,1.899,69.993,16.09,12.914
3511.355,-0.147,,1.899,69.993,16.08,12.812
3511.419,-0.138,,1.899,69.993,16.09,12.666
3511.484,-0.116,,1.899,69.993,16.09,12.486
3511.548,0.525,,1.899,69.993,16.08,12.498
3511.613,-0.305,,1.898,69.993,16.08,12.35
3511.677,-0.034,,1.897,69.993,16.08,12.186
3511.742,0.102,,1.897,77.992,16.08,12.066
3511.806,0.446,,1.897,77.992,16.09,12.01
3511.871,0.297,,1.897,77.992,16.08,11.988
3511.935,-0.083,,1.897,77.992,16.09,11.9
3512,-0.088,,1.897,77.992,16.08,11.85
3512.065,-0.104,,1.897,77.992,16.08,11.76
3512.129,-0.116,,1.897,77.992,16.08,11.764
3512.194,-0.11,,1.897,77.992,16.08,11.768
3512.258,-0.104,,1.897,77.992,16.08,11.708
3512.323,-0.074,,1.895,77.992,16.08,11.676
3512.387,0.356,,1.894,77.992,16.08,11.704
3512.452,-0.096,,1.894,77.992,16.09,11.668
3512.516,-0.026,,1.894,77.992,16.09,11.584
3512.581,0.091,,1.894,77.992,16.08,11.58
3512.645,0.366,,1.894,77.992,16.09,11.726
3512.71,0.456,,1.894,77.992,16.1,11.52
3512.774,0,,1.894,77.992,16.09,11.514
3512.839,-0.075,,1.894,69.993,16.08,11.612
3512.903,-0.093,,1.894,69.993,16.09,11.622
3512.968,-0.126,,1.892,69.993,16.09,11.512
3513.032,-0.126,,1.892,69.993,16.09,11.482
3513.097,-0.131,,1.892,69.993,16.09,11.632
3513.161,-0.129,,1.892,69.993,16.09,11.602
3513.226,-0.124,,1.892,69.993,16.08,11.714
3513.29,0.479,,1.892,69.993,16.09,11.744
3513.355,-0.332,,1.89,69.993,16.08,11.854
3513.419,-0.066,,1.889,69.993,16.08,11.95
3513.484,0.072,,1.889,66.993,16.09,12.13
3513.548,0.399,,1.889,66.993,16.09,12.256
3513.613,0.312,,1.889,66.993,16.09,12.402
3513.677,-0.091,,1.889,66.993,16.08,12.5
3513.742,-0.128,,1.889,66.993,16.08,12.598
3513.806,-0.152,,1.889,66.993,16.09,12.662
3513.871,-0.157,,1.889,66.993,16.08,12.75
3513.935,-0.15,,1.889,66.993,16.08,12.842
3514,-0.117,,1.889,66.993,16.08,12.89
3514.065,0.452,,1.887,66.993,16.09,12.858
3514.129,-0.239,,1.887,66.993,16.08,12.776
3514.194,-0.015,,1.887,66.993,16.08,12.66
3514.258,0.1,,1.887,66.993,16.08,12.48
3514.323,0.406,,1.887,66.993,16.08,12.37
3514.387,0.376,,1.887,66.993,16.08,12.268
3514.452,-0.039,,1.885,66.993,16.08,12.156
3514.516,-0.061,,1.885,75.992,16.08,12.066
3514.581,-0.095,,1.884,75.992,16.08,11.976
3514.645,-0.099,,1.884,75.992,16.08,11.902
3514.71,-0.101,,1.884,75.992,16.08,11.774
3514.774,-0.094,,1.884,75.992,16.08,11.68
3514.839,-0.071,,1.884,75.992,16.08,11.726
3514.903,0.43,,1.884,75.992,16.08,11.694
3514.968,-0.177,,1.884,75.992,16.08,11.684
3515.032,-0.027,,1.882,75.992,16.08,11.644
3515.097,0.082,,1.882,75.992,16.08,11.676
3515.161,0.382,,1.882,75.992,16.08,11.764
3515.226,0.424,,1.882,75.992,16.08,11.704
3515.29,-0.039,,1.882,75.992,16.07,11.666
3515.355,-0.075,,1.882,70.993,16.08,11.7
3515.419,-0.095,,1.882,70.993,16.08,11.626
3515.484,-0.124,,1.882,70.993,16.08,11.598
3515.548,-0.129,,1.882,70.993,16.07,11.574
3515.613,-0.132,,1.882,70.993,16.08,11.568
3515.677,-0.139,,1.882,70.993,16.08,11.566
3515.742,-0.123,,1.884,70.993,16.08,11.618
3515.806,0.444,,1.884,70.993,16.08,11.664
3515.871,-0.3,,1.884,70.993,16.08,11.688
3515.935,-0.085,,1.884,70.993,16.08,11.74
3516,0.026,,1.884,65.993,16.08,11.846
3516.065,0.342,,1.883,65.993,16.07,11.906
3516.129,0.368,,1.882,65.993,16.07,11.972
3516.194,-0.106,,1.882,65.993,16.07,12.094
3516.258,-0.152,,1.882,65.993,16.07,12.2
3516.323,-0.179,,1.882,65.993,16.08,12.208
3516.387,-0.203,,1.882,65.993,16.08,12.244
3516.452,-0.199,,1.882,65.993,16.07,12.346
3516.516,-0.187,,1.882,65.993,16.07,12.444
3516.581,-0.203,,1.88,65.993,16.08,12.502
3516.645,0.378,,1.879,65.993,16.07,12.548
3516.71,-0.298,,1.879,65.993,16.07,12.636
3516.774,-0.066,,1.879,65.993,16.07,12.722
3516.839,0.113,,1.879,72.993,16.07,12.796
3516.903,0.452,,1.879,72.993,16.07,12.786
3516.968,0.167,,1.879,72.993,16.07,12.712
3517.032,-0.099,,1.879,72.993,16.07,12.63
3517.097,-0.112,,1.877,72.993,16.07,12.47
3517.161,-0.13,,1.877,72.993,16.07,12.262
3517.226,-0.138,,1.877,72.993,16.07,12.114
3517.29,-0.132,,1.877,72.993,16.07,12.044
3517.355,-0.104,,1.877,72.993,16.07,11.956
3517.419,-0.112,,1.874,72.993,16.07,11.856
3517.484,0.315,,1.874,72.993,16.07,11.776
3517.548,-0.085,,1.874,72.993,16.07,11.742
3517.613,0.023,,1.874,72.993,16.07,11.734
3517.677,0.245,,1.874,71.993,16.07,11.734
3517.742,0.504,,1.874,71.993,16.05,11.748
3517.806,0.019,,1.874,71.993,16.07,11.704
3517.871,-0.09,,1.873,71.993,16.07,11.648
3517.935,-0.093,,1.872,71.993,16.05,11.632
3518,-0.119,,1.872,71.993,16.07,11.638
3518.065,-0.123,,1.872,71.993,16.07,11.686
3518.129,-0.117,,1.872,71.993,16.07,11.632
3518.194,-0.108,,1.872,71.993,16.05,11.548
3518.258,-0.098,,1.872,71.993,16.07,11.56
3518.323,0.484,,1.872,71.993,16.07,11.6
3518.387,-0.26,,1.869,71.993,16.07,11.642
3518.452,-0.03,,1.869,71.993,16.07,11.63
3518.516,0.118,,1.869,68.993,16.07,11.598
3518.581,0.449,,1.869,68.993,16.07,11.554
3518.645,0.264,,1.869,68.993,16.07,11.542
3518.71,-0.09,,1.869,68.993,16.07,11.594
3518.774,-0.11,,1.869,68.993,16.07,11.598
3518.839,-0.142,,1.867,68.993,16.07,11.574
3518.903,-0.155,,1.867,68.993,16.07,11.544
3518.968,-0.165,,1.867,68.993,16.07,11.606
3519.032,-0.168,,1.867,68.993,16.07,11.7
3519.097,-0.154,,1.867,68.993,16.07,11.784
3519.161,-0.166,,1.867,68.993,16.07,11.852
3519.226,0.358,,1.867,68.993,16.07,11.938
3519.29,-0.213,,1.865,68.993,16.07,12.028
3519.355,-0.044,,1.864,68.993,16.08,12.122
3519.419,0.136,,1.864,66.993,16.08,12.228
3519.484,0.48,,1.864,66.993,16.07,12.314
3519.548,0.12,,1.864,66.993,16.07,12.418
3519.613,-0.116,,1.864,66.993,16.07,12.452
3519.677,-0.142,,1.864,66.993,16.07,12.52
3519.742,-0.164,,1.864,66.993,16.07,12.552
3519.806,-0.166,,1.864,66.993,16.08,12.586
3519.871,-0.158,,1.864,66.993,16.07,12.532
3519.935,-0.127,,1.863,66.993,16.07,12.536
3520,-0.082,,1.864,66.993,16.07,12.48
3520.065,0.243,,1.862,66.993,16.07,12.384
3520.129,-0.083,,1.862,66.993,16.07,12.278
3520.194,0.015,,1.862,66.993,16.07,12.204
3520.258,0.26,,1.862,71.993,16.05,12.15
3520.323,0.473,,1.861,71.993,16.05,12.08
3520.387,-0.005,,1.86,71.993,16.07,11.976
3520.452,-0.097,,1.86,71.993,16.07,11.95
3520.516,-0.108,,1.86,71.993,16.08,11.856
3520.581,-0.129,,1.86,71.993,16.08,11.766
3520.645,-0.134,,1.86,71.993,16.07,11.694
3520.71,-0.129,,1.86,71.993,16.08,11.634
3520.774,-0.124,,1.86,71.993,16.08,11.624
3520.839,-0.099,,1.86,71.993,16.08,11.614
3520.903,0.251,,1.86,71.993,16.08,11.668
3520.968,-0.041,,1.86,71.993,16.08,11.658
3521.032,-0.052,,1.857,71.993,16.08,11.656
3521.097,0.052,,1.857,66.993,16.08,11.666
3521.161,0.33,,1.857,66.993,16.08,11.672
3521.226,0.463,,1.857,66.993,16.08,11.686
3521.29,-0.021,,1.857,66.993,16.08,11.66
3521.355,-0.087,,1.857,66.993,16.08,11.672
3521.419,-0.105,,1.856,66.993,16.08,11.622
3521.484,-0.115,,1.857,66.993,16.08,11.572
3521.548,-0.13,,1.856,66.993,16.08,11.572
3521.613,-0.146,,1.855,66.993,16.08,11.614
3521.677,-0.146,,1.855,66.993,16.08,11.604
3521.742,-0.143,,1.855,66.993,16.08,11.562
3521.806,-0.133,,1.855,66.993,16.07,11.64
3521.871,-0.107,,1.855,66.993,16.07,11.776
3521.935,0.236,,1.855,66.993,16.07,11.916
3522,-0.134,,1.855,66.993,16.07,11.992
3522.065,-0.029,,1.855,66.993,16.07,12.094
3522.129,0.205,,1.855,60.994,16.07,12.262
3522.194,0.49,,1.853,60.994,16.07,12.408
3522.258,0.028,,1.853,60.994,16.07,12.54
3522.323,-0.123,,1.852,60.994,16.07,12.628
3522.387,-0.149,,1.852,60.994,16.07,12.63
3522.452,-0.169,,1.852,60.994,16.07,12.638
3522.516,-0.168,,1.852,60.994,16.07,12.644
3522.581,-0.149,,1.852,60.994,16.07,12.636
3522.645,-0.123,,1.852,60.994,16.08,12.598
3522.71,-0.127,,1.852,60.994,16.08,12.534
3522.774,0.356,,1.851,60.994,16.07,12.46
3522.839,-0.086,,1.85,60.994,16.07,12.334
3522.903,0.028,,1.85,60.994,16.07,12.262
3522.968,0.241,,1.85,60.994,16.08,12.168
3523.032,0.517,,1.85,60.994,16.08,12.078
3523.097,0.028,,1.85,60.994,16.07,11.976
3523.161,-0.108,,1.85,69.993,16.07,11.94
3523.226,-0.101,,1.85,69.993,16.07,11.858
3523.29,-0.11,,1.85,69.993,16.08,11.818
3523.355,-0.118,,1.848,69.993,16.08,11.718
3523.419,-0.107,,1.847,69.993,16.07,11.718
3523.484,-0.096,,1.847,69.993,16.07,11.742
3523.548,-0.092,,1.847,69.993,16.07,11.702
3523.613,0.54,,1.847,69.993,16.07,11.682
3523.677,-0.283,,1.847,69.993,16.07,11.674
3523.742,-0.019,,1.847,69.993,16.07,11.644
3523.806,0.12,,1.847,69.993,16.07,11.646
3523.871,0.456,,1.846,69.993,16.07,11.672
3523.935,0.33,,1.846,69.993,16.07,11.674
3524,-0.064,,1.845,69.993,16.08,11.674
3524.065,-0.067,,1.846,67.993,16.07,11.67
3524.129,-0.104,,1.845,67.993,16.07,11.64
3524.194,-0.117,,1.845,67.993,16.07,11.616
3524.258,-0.114,,1.845,67.993,16.07,11.598
3524.323,-0.113,,1.845,67.993,16.07,11.584
3524.387,-0.114,,1.845,67.993,16.07,11.586
3524.452,-0.091,,1.845,67.993,16.07,11.582
3524.516,0.495,,1.842,67.993,16.07,11.568
3524.581,-0.257,,1.843,67.993,16.07,11.556
3524.645,-0.022,,1.842,67.993,16.07,11.54
3524.71,0.092,,1.842,67.993,16.07,11.52
3524.774,0.39,,1.842,67.993,16.07,11.526
3524.839,0.42,,1.842,67.993,16.05,11.528
3524.903,-0.034,,1.842,67.993,16.05,11.538
3524.968,-0.074,,1.842,64.994,16.07,11.542
3525.032,-0.108,,1.842,64.994,16.07,11.542
3525.097,-0.128,,1.84,64.994,16.07,11.51
3525.161,-0.131,,1.84,64.994,16.07,11.48
3525.226,-0.141,,1.84,64.994,16.05,11.472
3525.29,-0.139,,1.84,64.994,16.05,11.55
3525.355,-0.121,,1.84,64.994,16.07,11.664
3525.419,0.499,,1.84,64.994,16.05,11.778
3525.484,-0.337,,1.84,64.994,16.05,11.89
3525.548,-0.063,,1.84,64.994,16.05,11.998
3525.613,0.068,,1.84,66.993,16.05,12.082
3525.677,0.39,,1.84,66.993,16.05,12.162
3525.742,0.347,,1.84,66.993,16.05,12.24
3525.806,-0.091,,1.837,66.993,16.05,12.306
3525.871,-0.131,,1.837,66.993,16.05,12.342
3525.935,-0.156,,1.838,66.993,16.05,12.36
3526,-0.179,,1.837,66.993,16.05,12.386
3526.065,-0.18,,1.837,66.993,16.05,12.434
3526.129,-0.144,,1.837,66.993,16.07,12.496
3526.194,-0.156,,1.837,66.993,16.05,12.554
3526.258,0.354,,1.837,66.993,16.05,12.62
3526.323,-0.151,,1.837,66.993,16.05,12.624
3526.387,0.001,,1.837,66.993,16.05,12.56
3526.452,0.213,,1.837,72.993,16.05,12.472
3526.516,0.513,,1.837,72.993,16.05,12.354
3526.581,0.068,,1.835,72.993,16.05,12.264
3526.645,-0.086,,1.836,72.993,16.05,12.19
3526.71,-0.097,,1.837,72.993,16.05,12.1
3526.774,-0.124,,1.835,72.993,16.07,12
3526.839,-0.129,,1.835,72.993,16.07,11.918
3526.903,-0.122,,1.835,72.993,16.05,11.838
3526.968,-0.113,,1.835,72.993,16.05,11.806
3527.032,-0.096,,1.835,72.993,16.05,11.758
3527.097,0.532,,1.835,72.993,16.05,11.722
3527.161,-0.301,,1.835,72.993,16.05,11.686
3527.226,-0.035,,1.835,72.993,16.05,11.674
3527.29,0.095,,1.835,100.99,16.05,11.678
3527.355,0.419,,1.835,100.99,16.05,11.658
3527.419,0.34,,1.835,100.99,16.05,11.656
3527.484,-0.086,,1.835,100.99,16.05,11.668
