Elapsed time(s),ECG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
3862.452,-0.064,18.623,13.291,89,15.85,29.78
3862.516,0.016,18.622,13.243,89,15.85,29.74
3862.581,0.01,18.624,13.194,89,15.85,29.8
3862.645,-0.059,18.623,13.137,89,15.85,29.81
3862.71,-0.016,18.618,13.099,89,15.85,29.63
3862.774,0.119,18.616,13.06,75,15.85,29.64
3862.839,0.136,18.612,13.033,75,15.85,29.63
3862.903,-0.059,18.611,12.993,75,15.85,29.55
3862.968,-0.078,18.601,12.937,75,15.85,29.41
3863.032,-0.084,18.592,12.877,75,15.85,29.68
3863.097,-0.094,18.584,12.827,75,15.85,29.47
3863.161,-0.104,18.577,12.789,75,15.85,29.5
3863.226,-0.092,18.569,12.754,75,15.85,29.2
3863.29,-0.101,18.562,12.718,75,15.85,29.27
3863.355,-0.093,18.549,12.678,75,15.85,29.41
3863.419,-0.02,18.538,12.643,75,15.85,29.06
3863.484,-0.084,18.53,12.611,75,15.83,29.6
3863.548,0.084,18.522,12.587,75,15.83,29.56
3863.613,-0.052,18.51,12.561,75,15.85,29.31
3863.677,-0.058,18.496,12.533,75,15.85,29.16
3863.742,0,18.481,12.508,75,15.85,29.29
3863.806,0.146,18.467,12.48,58,15.85,29.23
3863.871,0.127,18.455,12.458,58,15.83,29.21
3863.935,-0.056,18.443,12.433,58,15.83,29.32
3864,-0.055,18.429,12.408,58,15.83,29.29
3864.065,-0.048,18.415,12.383,58,15.83,29.28
3864.129,-0.06,18.401,12.362,58,15.83,29.54
3864.194,-0.062,18.384,12.341,58,15.83,29.9
3864.258,-0.06,18.367,12.319,58,15.83,30.13
3864.323,-0.039,18.352,12.295,58,15.83,30.38
3864.387,-0.008,18.337,12.275,58,15.83,30.8
3864.452,-0.057,18.321,12.258,58,15.85,31.11
3864.516,0.174,18.307,12.248,58,15.85,31.31
3864.581,-0.036,18.292,12.239,58,15.85,31.53
3864.645,0.007,18.276,12.227,58,15.83,31.76
3864.71,0.094,18.263,12.217,58,15.83,31.86
3864.774,0.19,18.248,12.203,58,15.83,31.96
3864.839,0.009,18.23,12.187,58,15.83,31.84
3864.903,-0.047,18.217,12.172,58,15.83,31.6
3864.968,-0.033,18.198,12.154,58,15.83,31.57
3865.032,-0.049,18.183,12.139,58,15.85,31.29
3865.097,-0.068,18.168,12.119,58,15.83,30.96
3865.161,-0.073,18.154,12.101,58,15.83,30.94
3865.226,-0.007,18.141,12.082,58,15.83,30.66
3865.29,-0.04,18.128,12.063,58,15.85,30.51
3865.355,0.013,18.113,12.047,58,15.85,30.45
3865.419,0.07,18.099,12.031,58,15.85,30.29
3865.484,-0.035,18.086,12.018,58,15.83,30.09
3865.548,0.02,18.068,12.005,58,15.83,30.01
3865.613,0.15,18.05,11.994,58,15.83,29.94
3865.677,0.189,18.034,11.984,58,15.83,29.8
3865.742,-0.012,18.019,11.972,58,15.83,29.77
3865.806,-0.034,18.006,11.959,67,15.83,29.73
3865.871,-0.028,17.989,11.946,67,15.83,29.82
3865.935,-0.043,17.974,11.933,67,15.83,29.73
3866,-0.054,17.962,11.92,67,15.83,29.49
3866.065,0.016,17.948,11.907,67,15.83,29.59
3866.129,-0.031,17.932,11.897,67,15.83,29.5
3866.194,0.052,17.922,11.893,67,15.83,29.38
3866.258,0.065,17.91,11.891,67,15.83,29.57
3866.323,-0.024,17.9,11.904,67,15.83,29.53
3866.387,0.034,17.888,11.91,67,15.83,29.38
3866.452,0.16,17.872,11.907,67,15.83,29.57
3866.516,0.176,17.862,11.926,67,15.83,29.52
3866.581,-0.005,17.846,11.931,67,15.83,29.55
3866.645,-0.038,17.835,11.928,71,15.83,29.81
3866.71,-0.03,17.827,11.931,71,15.83,29.95
3866.774,-0.016,17.81,11.935,71,15.83,30.02
3866.839,0.016,17.799,11.938,71,15.83,30.07
3866.903,-0.006,17.786,11.944,71,15.83,30.63
3866.968,-0.011,17.776,11.951,71,15.83,30.81
3867.032,0.177,17.765,11.957,71,15.83,30.4
3867.097,-0.014,17.751,11.961,71,15.83,31.22
3867.161,0.039,17.738,11.963,71,15.83,31.75
3867.226,0.147,17.729,11.966,71,15.83,31.39
3867.29,0.194,17.721,11.965,71,15.83,31.53
3867.355,0.011,17.713,11.965,71,15.83,31.73
3867.419,-0.011,17.703,11.961,71,15.83,31.61
3867.484,-0.004,17.692,11.957,76,15.83,31.35
3867.548,-0.038,17.686,11.952,76,15.83,31.45
3867.613,-0.042,17.678,11.948,76,15.83,31.4
3867.677,0.046,17.672,11.943,76,15.83,31.05
3867.742,-0.063,17.663,11.938,76,15.83,30.68
3867.806,0.167,17.651,11.936,76,15.83,30.75
3867.871,-0.052,17.642,11.931,76,15.83,30.61
3867.935,-0.015,17.635,11.924,76,15.82,30.28
3868,0.064,17.629,11.915,76,15.82,30.2
3868.065,0.176,17.62,11.907,74,15.82,30.05
3868.129,0.076,17.612,11.897,74,15.83,30.05
3868.194,-0.037,17.606,11.889,74,15.83,29.85
3868.258,-0.03,17.595,11.884,74,15.82,29.77
3868.323,-0.045,17.586,11.883,74,15.82,29.87
3868.387,-0.067,17.583,11.887,74,15.82,29.63
3868.452,-0.064,17.576,11.9,74,15.82,29.51
3868.516,-0.037,17.569,11.913,74,15.82,29.53
3868.581,-0.014,17.562,11.927,74,15.82,29.58
3868.645,-0.076,17.554,11.942,74,15.82,29.57
3868.71,0.136,17.547,11.954,74,15.82,29.55
3868.774,-0.062,17.541,11.964,74,15.81,29.57
3868.839,-0.03,17.534,11.976,74,15.81,29.56
3868.903,0.058,17.525,11.99,97,15.81,29.5
3868.968,0.156,17.519,12.007,97,15.81,29.47
3869.032,-0.024,17.513,12.025,97,15.82,29.56
3869.097,-0.079,17.504,12.043,97,15.83,29.51
3869.161,-0.083,17.498,12.058,97,15.83,29.57
3869.226,-0.097,17.494,12.069,97,15.83,29.51
3869.29,-0.108,17.485,12.079,97,15.83,29.5
3869.355,-0.12,17.48,12.086,97,15.83,29.57
3869.419,-0.055,17.477,12.094,97,15.85,29.65
3869.484,-0.081,17.471,12.103,97,15.83,29.74
3869.548,-0.013,17.467,12.11,97,15.83,29.89
3869.613,0.049,17.466,12.12,97,15.85,30.11
3869.677,-0.05,17.462,12.13,97,15.83,30.33
3869.742,0,17.46,12.131,97,15.82,30.41
3869.806,0.101,17.457,12.127,67,15.83,30.79
3869.871,0.147,17.457,12.121,67,15.82,31.05
3869.935,-0.019,17.456,12.112,67,15.82,31.12
3870,-0.037,17.455,12.105,67,15.83,31.35
3870.065,-0.038,17.447,12.095,67,15.83,31.59
3870.129,-0.051,17.444,12.088,67,15.82,31.53
3870.194,-0.048,17.444,12.076,67,15.82,31.67
3870.258,-0.006,17.44,12.064,67,15.82,31.78
3870.323,-0.047,17.437,12.045,67,15.82,31.69
3870.387,-0.02,17.434,12.023,67,15.82,31.56
3870.452,0.065,17.432,12.004,67,15.83,31.45
3870.516,-0.071,17.427,11.986,67,15.83,31.21
3870.581,-0.01,17.424,11.967,67,15.85,30.99
3870.645,0.122,17.42,11.951,67,15.83,30.8
3870.71,0.128,17.416,11.932,67,15.83,30.5
3870.774,-0.058,17.414,11.913,67,15.83,30.49
3870.839,-0.047,17.41,11.895,67,15.83,30.3
3870.903,-0.036,17.407,11.875,67,15.82,30.15
3870.968,-0.056,17.4,11.855,67,15.83,29.91
3871.032,-0.064,17.397,11.838,67,15.83,29.79
3871.097,-0.065,17.391,11.818,67,15.82,29.69
3871.161,-0.05,17.387,11.801,67,15.83,29.54
3871.226,0.005,17.384,11.784,67,15.83,29.69
3871.29,-0.091,17.382,11.77,67,15.82,29.56
3871.355,0.146,17.375,11.756,67,15.83,29.58
3871.419,-0.07,17.373,11.743,67,15.82,29.46
3871.484,-0.051,17.368,11.729,88,15.82,29.59
3871.548,0.045,17.361,11.715,88,15.82,29.5
3871.613,0.156,17.355,11.697,88,15.82,29.5
3871.677,0.029,17.348,11.682,88,15.82,29.54
3871.742,-0.069,17.344,11.67,88,15.83,29.56
3871.806,-0.034,17.338,11.655,88,15.82,29.48
3871.871,-0.054,17.33,11.64,88,15.82,29.4
3871.935,-0.072,17.326,11.625,88,15.82,29.42
3872,-0.073,17.32,11.615,88,15.82,29.31
3872.065,-0.119,17.315,11.604,88,15.82,29.49
3872.129,-0.029,17.313,11.598,88,15.83,29.46
3872.194,-0.061,17.308,11.594,88,15.82,29.77
3872.258,0.032,17.302,11.594,88,15.82,29.81
3872.323,0.054,17.296,11.576,88,15.82,29.77
3872.387,-0.025,17.29,11.564,88,15.82,30
3872.452,0.025,17.287,11.549,88,15.82,29.97
3872.516,0.151,17.278,11.536,64,15.81,30
3872.581,0.145,17.273,11.525,64,15.82,30.31
3872.645,-0.035,17.268,11.509,64,15.82,30.73
3872.71,-0.031,17.262,11.496,64,15.82,30.88
3872.774,-0.027,17.256,11.486,64,15.83,31.3
3872.839,-0.046,17.253,11.472,64,15.83,31.66
3872.903,-0.034,17.247,11.464,64,15.82,31.8
3872.968,-0.016,17.242,11.455,64,15.82,31.82
3873.032,0.031,17.237,11.444,64,15.82,31.92
3873.097,-0.058,17.232,11.435,64,15.82,31.58
3873.161,0.178,17.226,11.422,64,15.82,31.59
3873.226,-0.048,17.222,11.411,64,15.82,31.15
3873.29,-0.006,17.216,11.396,64,15.82,31.1
3873.355,0.072,17.211,11.382,64,15.82,30.91
3873.419,0.179,17.204,11.369,64,15.82,30.66
3873.484,0.033,17.201,11.359,64,15.82,30.51
3873.548,-0.05,17.192,11.348,64,15.82,30.44
3873.613,-0.031,17.186,11.338,64,15.82,30.15
3873.677,-0.043,17.18,11.328,64,15.82,30.04
3873.742,-0.059,17.172,11.32,64,15.82,29.83
3873.806,-0.065,17.166,11.31,64,15.82,29.83
3873.871,-0.063,17.157,11.305,64,15.82,29.73
3873.935,0.015,17.149,11.297,64,15.82,29.63
3874,-0.069,17.146,11.295,64,15.82,29.59
3874.065,0.156,17.142,11.297,64,15.82,29.6
3874.129,-0.042,17.135,11.296,64,15.83,29.62
3874.194,-0.019,17.126,11.294,64,15.82,29.59
3874.258,0.056,17.109,11.294,64,15.83,29.68
3874.323,0.182,17.09,11.294,93,15.82,29.72
3874.387,0.133,17.062,11.297,93,15.82,29.52
3874.452,-0.031,17.037,11.307,93,15.83,29.68
3874.516,-0.026,17.025,11.315,93,15.82,29.64
3874.581,-0.027,17.012,11.325,93,15.82,29.5
3874.645,-0.039,16.991,11.337,93,15.82,29.7
3874.71,-0.044,16.985,11.347,93,15.82,29.72
3874.774,-0.047,16.972,11.359,93,15.82,29.78
3874.839,0.029,16.965,11.37,93,15.81,29.77
3874.903,-0.051,16.96,11.389,93,15.82,29.75
3874.968,0.159,16.959,11.41,93,15.81,29.67
3875.032,-0.036,16.955,11.414,93,15.82,29.65
3875.097,-0.017,16.95,11.413,95,15.82,29.75
3875.161,0.056,16.955,11.414,95,15.81,29.61
3875.226,0.17,16.953,11.411,95,15.82,29.93
3875.29,0.122,16.956,11.414,95,15.81,30.14
3875.355,-0.013,16.957,11.425,95,15.81,30.3
3875.419,-0.002,16.957,11.436,95,15.81,30.43
3875.484,-0.007,16.965,11.452,95,15.81,30.61
3875.548,-0.017,16.974,11.469,95,15.81,31.06
3875.613,-0.006,16.977,11.49,95,15.8,30.83
3875.677,0.06,16.981,11.516,95,15.8,30.98
3875.742,-0.027,16.981,11.544,95,15.79,31.19
3875.806,0.208,16.982,11.575,95,15.79,31.23
3875.871,-0.018,16.986,11.599,95,15.8,31.03
3875.935,0.01,16.987,11.616,109,15.8,31.02
3876,0.082,16.988,11.63,109,15.81,30.9
3876.065,0.195,16.988,11.644,109,15.81,30.73
3876.129,0.077,16.989,11.655,109,15.81,30.55
3876.194,-0.029,16.99,11.663,109,15.81,30.49
3876.258,-0.019,16.991,11.675,109,15.81,30.41
3876.323,-0.033,16.994,11.682,109,15.81,30.09
3876.387,-0.049,16.998,11.682,109,15.81,29.85
3876.452,-0.045,17.001,11.685,109,15.81,29.84
3876.516,-0.029,17.007,11.69,109,15.81,29.61
3876.581,0.025,17.012,11.695,109,15.81,29.45
3876.645,-0.071,17.021,11.696,109,15.81,29.6
3876.71,0.166,17.023,11.683,109,15.81,29.47
3876.774,-0.041,17.029,11.673,109,15.81,29.1
3876.839,0.001,17.032,11.662,95,15.81,29.22
3876.903,0.078,17.035,11.648,95,15.81,29.23
3876.968,0.18,17.044,11.639,95,15.82,29.33
3877.032,0.023,17.047,11.639,95,15.82,29.27
3877.097,-0.044,17.068,11.648,95,15.82,29.16
3877.161,-0.048,17.088,11.648,95,15.82,29.31
3877.226,-0.062,17.097,11.649,95,15.82,29.68
3877.29,-0.06,17.073,11.653,95,15.82,29.1
3877.355,-0.069,17.074,11.648,95,15.82,28.96
3877.419,-0.072,17.076,11.648,95,15.81,29.21
3877.484,0.016,17.079,11.646,95,15.81,29.39
3877.548,-0.083,17.079,11.652,95,15.82,28.99
3877.613,0.133,17.082,11.656,95,15.83,29.06
3877.677,-0.078,17.086,11.667,95,15.85,29.21
3877.742,-0.041,17.089,11.674,91,15.83,28.98
3877.806,0.018,17.087,11.682,91,15.83,29.01
3877.871,0.152,17.092,11.699,91,15.83,29.56
3877.935,0.105,17.094,11.712,91,15.83,29.39
3878,-0.043,17.099,11.727,91,15.83,29.61
3878.065,-0.039,17.104,11.736,91,15.83,29.66
3878.129,-0.041,17.101,11.738,91,15.83,30.06
3878.194,-0.061,17.11,11.739,91,15.82,30.23
3878.258,-0.06,17.109,11.753,91,15.82,30.39
3878.323,-0.031,17.108,11.761,91,15.83,30.73
3878.387,-0.007,17.111,11.758,91,15.83,31
3878.452,-0.074,17.113,11.757,91,15.83,31.27
3878.516,0.175,17.113,11.762,91,15.83,31.09
3878.581,-0.036,17.118,11.769,91,15.82,31.03
3878.645,-0.013,17.123,11.762,91,15.82,31.14
3878.71,0.088,17.123,11.744,97,15.82,31
3878.774,0.176,17.12,11.73,97,15.82,30.2
3878.839,0.02,17.126,11.725,97,15.83,30.64
3878.903,-0.038,17.128,11.717,97,15.82,31
3878.968,-0.036,17.125,11.716,97,15.82,30.42
3879.032,-0.047,17.131,11.714,97,15.83,29.98
3879.097,-0.051,17.133,11.711,97,15.82,29.68
3879.161,-0.059,17.136,11.708,97,15.81,30.01
3879.226,-0.056,17.131,11.702,97,15.82,29.87
3879.29,0.013,17.131,11.685,97,15.82,29.51
3879.355,-0.093,17.145,11.674,97,15.82,29.23
3879.419,0.147,17.143,11.671,97,15.83,29.37
3879.484,-0.075,17.14,11.65,97,15.83,29.29
3879.548,-0.061,17.141,11.637,97,15.85,29.25
3879.613,0.027,17.138,11.634,97,15.85,29.72
3879.677,0.155,17.136,11.619,65,15.83,29.63
3879.742,0.061,17.136,11.59,65,15.85,29.68
3879.806,-0.066,17.142,11.592,65,15.85,29.55
3879.871,-0.038,17.138,11.58,65,15.83,29.46
3879.935,-0.063,17.14,11.58,65,15.82,28.87
3880,-0.097,17.144,11.585,65,15.83,29.08
3880.065,-0.087,17.14,11.589,65,15.83,28.92
3880.129,-0.085,17.145,11.59,65,15.83,28.43
3880.194,-0.014,17.137,11.598,65,15.85,28.86
3880.258,-0.114,17.135,11.608,65,15.85,29.37
3880.323,0.119,17.136,11.619,65,15.85,28.92
3880.387,-0.078,17.134,11.629,65,15.85,29
3880.452,-0.051,17.131,11.641,65,15.85,29.71
3880.516,0.034,17.133,11.65,65,15.86,29.96
3880.581,0.154,17.133,11.657,95,15.83,30.24
3880.645,0.093,17.129,11.661,95,15.82,30.45
3880.71,-0.043,17.128,11.671,95,15.82,30.58
3880.774,-0.036,17.127,11.681,95,15.83,30.81
3880.839,-0.054,17.126,11.695,95,15.85,30.81
3880.903,-0.059,17.126,11.715,95,15.83,31.01
3880.968,-0.068,17.124,11.733,95,15.83,31.12
3881.032,-0.004,17.121,11.74,95,15.85,31.31
3881.097,-0.058,17.119,11.745,95,15.85,31.33
3881.161,0.064,17.116,11.75,95,15.83,31.14
3881.226,0.005,17.112,11.753,95,15.83,30.98
3881.29,-0.054,17.107,11.754,103,15.85,31.1
3881.355,0.003,17.106,11.749,103,15.85,31.14
3881.419,0.118,17.106,11.742,103,15.85,31.04
3881.484,0.116,17.1,11.73,103,15.85,30.95
3881.548,-0.038,17.096,11.712,103,15.83,30.99
3881.613,-0.045,17.093,11.698,103,15.83,30.82
3881.677,-0.044,17.088,11.686,103,15.83,30.75
3881.742,-0.062,17.082,11.672,103,15.83,30.57
3881.806,-0.069,17.078,11.661,103,15.83,30.28
3881.871,-0.061,17.077,11.655,103,15.85,30.12
3881.935,0.018,17.072,11.648,103,15.85,30.07
3882,-0.078,17.069,11.643,103,15.85,30.05
3882.065,0.145,17.066,11.644,103,15.85,30.08
3882.129,-0.062,17.063,11.645,103,15.85,30.03
3882.194,-0.03,17.059,11.648,103,15.85,29.95
3882.258,0.045,17.057,11.653,103,15.83,29.87
3882.323,0.171,17.052,11.658,103,15.85,29.71
3882.387,0.095,17.047,11.666,103,15.85,29.66
3882.452,-0.031,17.043,11.673,103,15.85,29.74
3882.516,-0.018,17.039,11.681,103,15.85,29.75
3882.581,-0.033,17.035,11.69,103,15.85,29.68
3882.645,-0.042,17.03,11.697,103,15.85,29.54
3882.71,-0.053,17.026,11.705,103,15.85,29.48
3882.774,-0.053,17.022,11.712,103,15.85,29.5
3882.839,0.032,17.016,11.717,103,15.85,29.56
3882.903,-0.058,17.004,11.715,103,15.85,29.56
3882.968,0.163,16.986,11.714,103,15.85,29.57
3883.032,-0.041,16.981,11.717,103,15.85,29.52
3883.097,-0.001,16.975,11.725,95,15.85,29.5
3883.161,0.056,16.96,11.73,95,15.85,29.53
3883.226,0.173,16.942,11.73,95,15.85,29.64
3883.29,0.111,16.929,11.722,95,15.85,29.83
3883.355,-0.024,16.929,11.715,95,15.85,30.1
3883.419,-0.019,16.948,11.707,95,15.85,30.66
3883.484,-0.033,16.984,11.701,95,15.85,31.17
3883.548,-0.048,17.018,11.691,95,15.85,31.5
3883.613,0.004,17.044,11.681,95,15.85,31.72
3883.677,-0.018,17.072,11.67,95,15.85,31.82
3883.742,0.032,17.097,11.655,95,15.85,32.04
3883.806,0.118,17.118,11.64,95,15.85,32.42
3883.871,-0.015,17.134,11.626,116,15.85,32.8
3883.935,0.032,17.144,11.614,116,15.85,32.96
3884,0.132,17.149,11.601,116,15.85,33.16
3884.065,0.153,17.151,11.589,116,15.85,33.33
3884.129,0.005,17.153,11.575,116,15.85,33.24
3884.194,-0.006,17.151,11.561,116,15.85,33.11
3884.258,-0.006,17.153,11.546,116,15.85,32.97
3884.323,-0.031,17.154,11.53,116,15.85,32.66
3884.387,-0.004,17.153,11.513,116,15.85,32.43
3884.452,0.019,17.153,11.498,116,15.85,32.22
3884.516,-0.046,17.15,11.486,116,15.85,32.07
3884.581,0.175,17.15,11.472,116,15.85,31.9
3884.645,-0.023,17.146,11.459,116,15.85,31.69
3884.71,0.015,17.145,11.445,112,15.85,31.48
3884.774,0.112,17.141,11.432,112,15.85,31.32
3884.839,0.187,17.139,11.426,112,15.85,31.14
3884.903,0.023,17.135,11.421,112,15.85,31.03
3884.968,-0.018,17.131,11.419,112,15.85,30.91
3885.032,-0.012,17.127,11.418,112,15.85,30.86
3885.097,-0.031,17.124,11.419,112,15.85,30.68
3885.161,0.048,17.122,11.42,112,15.85,30.53
3885.226,-0.047,17.119,11.417,112,15.85,30.48
3885.29,0.171,17.117,11.407,112,15.85,30.38
3885.355,-0.04,17.113,11.401,112,15.85,30.38
3885.419,-0.018,17.111,11.401,126,15.85,30.43
3885.484,0.049,17.108,11.404,126,15.85,30.4
3885.548,0.169,17.106,11.408,126,15.85,30.39
3885.613,0.088,17.103,11.414,126,15.85,30.31
3885.677,-0.04,17.101,11.419,126,15.85,30.18
3885.742,-0.033,17.102,11.424,126,15.85,30.11
3885.806,-0.05,17.103,11.428,126,15.85,30.12
3885.871,-0.02,17.103,11.431,126,15.85,30.07
3885.935,-0.033,17.103,11.436,126,15.85,30.01
3886,-0.05,17.104,11.442,126,15.85,30.11
3886.065,0.121,17.102,11.456,126,15.85,30.33
3886.129,-0.059,17.101,11.467,126,15.85,30.64
3886.194,-0.008,17.098,11.475,126,15.85,30.95
3886.258,0.101,17.098,11.482,126,15.85,31.25
3886.323,0.132,17.098,11.492,126,15.85,31.55
3886.387,-0.037,17.098,11.502,126,15.85,31.87
3886.452,-0.048,17.099,11.513,126,15.85,32.19
3886.516,-0.049,17.101,11.531,126,15.85,32.46
3886.581,-0.042,17.102,11.557,126,15.85,32.61
3886.645,0.002,17.104,11.586,126,15.85,32.82
3886.71,-0.085,17.107,11.612,126,15.85,33.01
3886.774,0.173,17.108,11.635,126,15.85,33.19
3886.839,-0.059,17.111,11.66,126,15.85,33.37
3886.903,-0.019,17.111,11.69,126,15.85,33.36
3886.968,0.072,17.113,11.729,126,15.85,33.29
3887.032,0.147,17.114,11.759,126,15.85,33.19
3887.097,0.001,17.118,11.784,126,15.85,33.12
3887.161,-0.039,17.121,11.804,126,15.85,33.01
3887.226,-0.035,17.123,11.822,126,15.85,32.93
3887.29,-0.055,17.127,11.841,126,15.85,32.71
3887.355,-0.067,17.129,11.863,126,15.85,32.44
3887.419,-0.064,17.134,11.88,126,15.85,32.23
3887.484,0.007,17.139,11.892,126,15.85,32.03
3887.548,-0.09,17.144,11.902,126,15.85,31.91
3887.613,0.153,17.149,11.912,126,15.85,31.64
3887.677,-0.078,17.154,11.921,126,15.85,31.37
3887.742,-0.045,17.158,11.926,126,15.85,31.18
3887.806,0.032,17.164,11.927,126,15.85,31.03
3887.871,0.142,17.169,11.926,126,15.85,30.91
3887.935,0.023,17.174,11.925,126,15.85,30.83
3888,-0.081,17.179,11.923,126,15.85,30.8
3888.065,-0.07,17.184,11.917,126,15.85,30.79
3888.129,-0.088,17.189,11.91,126,15.85,30.71
3888.194,-0.107,17.194,11.901,126,15.85,30.54
3888.258,-0.113,17.199,11.894,126,15.85,30.47
3888.323,-0.111,17.204,11.884,126,15.85,30.4
3888.387,-0.108,17.209,11.87,126,15.85,30.41
3888.452,-0.106,17.211,11.855,126,15.85,30.4
3888.516,-0.101,17.216,11.839,126,15.85,30.4
3888.581,-0.092,17.218,11.824,126,15.85,30.39
3888.645,-0.012,17.222,11.817,126,15.85,30.38
3888.71,-0.088,17.223,11.812,126,15.85,30.35
3888.774,0.16,17.227,11.808,126,15.85,30.34
3888.839,-0.051,17.228,11.803,126,15.85,30.32
3888.903,-0.009,17.23,11.794,126,15.85,30.3
3888.968,0.073,17.231,11.789,51,15.85,30.31
3889.032,0.197,17.232,11.787,51,15.85,30.28
3889.097,0.1,17.233,11.776,51,15.85,30.27
3889.161,-0.018,17.233,11.76,51,15.85,30.3
3889.226,-0.005,17.235,11.754,51,15.85,30.38
3889.29,-0.016,17.235,11.758,51,15.85,30.33
3889.355,-0.036,17.233,11.767,51,15.85,30.22
3889.419,-0.041,17.232,11.781,51,15.85,30.17
3889.484,-0.049,17.232,11.801,51,15.85,30.11
3889.548,-0.06,17.232,11.824,51,15.85,30.08
3889.613,-0.074,17.23,11.846,51,15.85,30.07
3889.677,-0.078,17.228,11.871,51,15.85,30.13
3889.742,-0.07,17.227,11.897,51,15.85,30.21
3889.806,-0.166,17.226,11.955,51,15.85,30.36
3889.871,0.047,17.225,12.034,51,15.85,30.57
3889.935,-0.181,17.223,12.11,51,15.85,30.82
3890,-0.158,17.221,12.165,51,15.85,30.98
3890.065,-0.078,17.22,12.168,73,15.85,31.11
3890.129,0.008,17.218,12.147,73,15.83,31.31
3890.194,-0.168,17.216,12.147,73,15.85,31.48
3890.258,-0.237,17.215,12.152,73,15.85,31.6
3890.323,-0.226,17.213,12.182,73,15.85,31.82
3890.387,-0.238,17.21,12.226,73,15.85,31.89
3890.452,-0.247,17.208,12.252,73,15.85,31.98
3890.516,-0.251,17.206,12.255,73,15.85,32.1
3890.581,-0.248,17.205,12.208,73,15.85,32.21
3890.645,-0.242,17.203,12.177,73,15.85,32.33
3890.71,-0.166,17.2,12.197,73,15.85,32.3
3890.774,-0.182,17.198,12.219,73,15.85,32.19
3890.839,-0.037,17.196,12.208,73,15.85,32.1
3890.903,-0.043,17.195,12.162,73,15.85,32.03
3890.968,-0.077,17.193,12.149,73,15.85,31.96
3891.032,0,17.189,12.166,73,15.85,31.96
3891.097,0.141,17.186,12.172,59,15.85,31.89
3891.161,0.16,17.183,12.122,59,15.85,31.89
3891.226,-0.016,17.18,12.077,59,15.85,31.77
3891.29,-0.015,17.176,12.085,59,15.85,31.74
3891.355,0,17.161,12.077,59,15.85,31.67
3891.419,-0.016,17.129,12.055,59,15.83,31.33
3891.484,-0.025,17.093,12.032,59,15.83,31.13
3891.548,-0.02,17.064,12.019,59,15.85,30.94
3891.613,-0.013,17.053,12.008,59,15.85,30.84
3891.677,-0.013,17.047,11.992,59,15.85,30.75
3891.742,0.014,17.04,11.968,59,15.83,30.67
3891.806,0.07,17.035,11.938,59,15.83,30.78
3891.871,-0.015,17.026,11.911,59,15.83,31.35
3891.935,0.217,17.02,11.89,59,15.83,31.37
3892,0.015,17.015,11.869,59,15.83,31.31
3892.065,0.052,17.011,11.845,75,15.83,31.19
3892.129,0.143,17.007,11.826,75,15.83,31.02
3892.194,0.27,17.002,11.803,75,15.83,30.72
3892.258,0.103,16.996,11.783,75,15.83,30.32
3892.323,0.009,16.987,11.764,75,15.83,30.13
3892.387,0.021,16.976,11.747,75,15.83,29.93
3892.452,0.006,16.968,11.73,75,15.83,29.83
3892.516,-0.011,16.961,11.712,75,15.83,29.69
3892.581,-0.015,16.955,11.695,75,15.83,29.64
3892.645,-0.01,16.948,11.679,75,15.83,29.67
3892.71,-0.017,16.943,11.661,75,15.83,29.76
3892.774,0.051,16.938,11.644,75,15.83,29.9
3892.839,-0.006,16.93,11.628,75,15.83,30.09
3892.903,0.185,16.925,11.614,75,15.85,30.49
3892.968,0.007,16.918,11.601,75,15.85,30.99
3893.032,0.01,16.911,11.594,83,15.83,31.42
3893.097,0.069,16.903,11.588,83,15.83,31.62
3893.161,0.198,16.895,11.588,83,15.83,31.82
3893.226,0.18,16.885,11.593,83,15.83,32.03
3893.29,0.011,16.88,11.6,83,15.83,32.14
3893.355,0.008,16.875,11.61,83,15.83,32.16
3893.419,0,16.872,11.627,83,15.83,32.13
3893.484,-0.019,16.869,11.639,83,15.83,32.03
3893.548,-0.023,16.869,11.651,83,15.83,31.89
3893.613,-0.025,16.863,11.671,83,15.83,31.67
3893.677,0.05,16.843,11.692,83,15.83,31.51
3893.742,-0.052,16.822,11.714,83,15.82,31.45
3893.806,0.178,16.806,11.734,83,15.82,31.41
3893.871,-0.036,16.801,11.746,83,15.82,31.22
3893.935,0,16.797,11.754,95,15.82,30.93
3894,0.066,16.796,11.764,95,15.82,30.72
3894.065,0.198,16.802,11.778,95,15.82,30.39
3894.129,0.084,16.822,11.792,95,15.82,30.05
3894.194,-0.036,16.832,11.802,95,15.82,29.95
3894.258,-0.023,16.842,11.804,95,15.82,30.23
3894.323,-0.033,16.852,11.803,95,15.81,30.31
3894.387,-0.035,16.861,11.797,95,15.8,29.96
3894.452,-0.043,16.866,11.792,95,15.8,29.56
3894.516,-0.014,16.873,11.791,95,15.8,29.45
3894.581,0.01,16.878,11.791,95,15.81,29.64
3894.645,-0.036,16.884,11.792,95,15.81,29.62
3894.71,0.169,16.89,11.789,95,15.81,29.61
3894.774,-0.005,16.897,11.791,99,15.81,29.54
3894.839,0.049,16.901,11.781,99,15.8,29.71
3894.903,0.151,16.908,11.769,99,15.8,29.73
3894.968,0.246,16.913,11.762,99,15.8,29.57
3895.032,0.045,16.92,11.754,99,15.8,29.45
