Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),marker(mV),RESP(mV)
3979.613,0.091,0.619,9.335,23.718,10.85,33.9
3979.677,-0.007,0.591,9.335,23.718,10.85,33.89
3979.742,0.009,0.64,9.335,23.718,10.85,33.92
3979.806,0.006,0.533,9.335,23.718,10.85,33.91
3979.871,0.043,0.552,9.333,23.718,10.85,33.91
3979.935,0.028,0.526,9.332,23.718,10.85,33.95
3980,0.101,0.583,9.332,23.718,10.85,34.02
3980.065,0.119,0.557,9.331,23.718,10.85,34.12
3980.129,0.066,0.541,9.33,23.717,10.85,34.25
3980.194,0.204,0.578,9.33,23.716,10.85,34.39
3980.258,0.416,0.606,9.327,23.716,10.85,34.54
3980.323,0.104,0.588,9.326,23.716,10.85,34.7
3980.387,0.033,0.637,9.325,23.716,10.85,34.87
3980.452,0.045,0.58,9.322,23.714,10.85,35.01
3980.516,0.056,0.559,9.322,23.713,10.85,35.09
3980.581,0.075,0.606,9.32,23.713,10.85,35.17
3980.645,-0.012,0.593,9.318,23.713,10.85,35.32
3980.71,0.24,0.583,9.317,23.713,10.85,35.51
3980.774,0.055,0.585,9.316,23.713,10.85,35.67
3980.839,0.16,0.513,9.313,23.712,10.85,35.83
3980.903,0.407,0.513,9.312,23.712,10.85,35.97
3980.968,0.165,0.575,9.31,23.712,10.85,36.12
3981.032,0.029,0.572,9.308,23.712,10.85,36.27
3981.097,0.039,0.583,9.307,23.711,10.85,36.42
3981.161,0.061,0.614,9.305,23.713,10.85,36.5
3981.226,0.06,0.603,9.303,23.712,10.85,36.56
3981.29,0,0.624,9.302,23.713,10.85,36.67
3981.355,0.237,0.611,9.3,23.713,10.85,36.8
3981.419,0.06,0.578,9.298,23.713,10.85,36.93
3981.484,0.18,0.598,9.297,23.714,10.85,37.05
3981.548,0.429,0.572,9.295,23.713,10.85,37.19
3981.613,0.138,0.575,9.293,23.716,10.85,37.32
3981.677,0.027,0.601,9.292,23.716,10.85,37.47
3981.742,0.041,0.546,9.29,23.716,10.85,37.58
3981.806,0.074,0.515,9.287,23.716,10.85,37.61
3981.871,0.046,0.559,9.286,23.716,10.85,37.61
3981.935,0.056,0.611,9.285,23.716,10.85,37.71
3982,0.189,0.588,9.282,23.716,10.85,37.8
3982.065,0.044,0.614,9.281,23.716,10.85,37.79
3982.129,0.168,0.58,9.28,23.716,10.85,37.64
3982.194,0.382,0.588,9.277,23.713,10.85,37.45
3982.258,0.028,0.611,9.275,23.713,10.85,37.28
3982.323,-0.074,0.668,9.274,23.713,10.85,37.08
3982.387,-0.084,0.619,9.273,23.713,10.85,36.87
3982.452,-0.084,0.616,9.27,23.713,10.85,36.6
3982.516,-0.102,0.606,9.268,23.713,10.85,36.32
3982.581,-0.197,0.565,9.266,23.713,10.85,36.12
3982.645,0.054,0.616,9.265,23.716,10.85,35.96
3982.71,-0.171,0.541,9.263,23.716,10.85,35.8
3982.774,-0.064,0.528,9.261,23.716,10.85,35.67
3982.839,0.183,0.482,9.26,23.717,10.85,35.52
3982.903,-0.113,0.588,9.258,23.718,10.85,35.37
3982.968,-0.231,0.591,9.258,23.718,10.85,35.21
3983.032,-0.219,0.549,9.255,23.718,10.85,35.08
3983.097,-0.218,0.596,9.254,23.721,10.85,34.93
3983.161,-0.159,0.598,9.253,23.721,10.85,34.74
3983.226,-0.234,0.624,9.251,23.723,10.85,34.61
3983.29,0.053,0.593,9.25,23.723,10.85,34.52
3983.355,-0.262,0.585,9.249,23.724,10.85,34.45
3983.419,-0.145,0.591,9.248,23.727,10.85,34.38
3983.484,0.057,0.603,9.248,23.728,10.85,34.3
3983.548,0.173,0.598,9.248,23.731,10.85,34.22
3983.613,-0.146,0.64,9.248,23.732,10.85,34.13
3983.677,-0.155,0.559,9.248,23.733,10.85,34.08
3983.742,-0.139,0.549,9.248,23.734,10.85,34.01
3983.806,-0.139,0.57,9.25,23.736,10.85,33.87
3983.871,-0.071,0.528,9.251,23.738,10.85,33.74
3983.935,-0.118,0.606,9.253,23.739,10.85,33.71
3984,0.126,0.552,9.255,23.739,10.85,33.7
3984.065,-0.111,0.57,9.259,23.741,10.85,33.7
3984.129,-0.027,0.554,9.261,23.741,10.85,33.7
3984.194,0.154,0.583,9.264,23.741,10.85,33.7
3984.258,0.329,0.575,9.266,23.741,10.87,33.71
3984.323,-0.005,0.598,9.269,23.741,10.85,33.71
3984.387,-0.037,0.603,9.273,23.741,10.85,33.72
3984.452,-0.019,0.609,9.275,23.738,10.85,33.72
3984.516,-0.021,0.619,9.278,23.738,10.87,33.7
3984.581,-0.009,0.583,9.281,23.738,10.85,33.65
3984.645,0.043,0.552,9.282,23.738,10.85,33.66
3984.71,-0.045,0.583,9.285,23.738,10.85,33.67
3984.774,0.212,0.518,9.286,23.738,10.85,33.67
3984.839,0.015,0.578,9.288,23.738,10.85,33.67
3984.903,0.096,0.578,9.29,23.738,10.85,33.69
3984.968,0.341,0.593,9.291,23.738,10.85,33.7
3985.032,0.248,0.627,9.292,23.737,10.85,33.7
3985.097,0.01,0.583,9.292,23.736,10.85,33.7
3985.161,0.017,0.557,9.295,23.736,10.85,33.7
3985.226,0.021,0.603,9.295,23.736,10.85,33.71
3985.29,0.01,0.632,9.295,23.733,10.85,33.66
3985.355,0.025,0.603,9.295,23.733,10.85,33.65
3985.419,0.062,0.583,9.295,23.731,10.85,33.65
3985.484,-0.027,0.609,9.295,23.731,10.85,33.66
3985.548,0.243,0.58,9.295,23.728,10.85,33.67
3985.613,0.033,0.528,9.292,23.728,10.87,33.7
3985.677,0.122,0.591,9.292,23.728,10.85,33.7
3985.742,0.373,0.533,9.292,23.728,10.85,33.7
3985.806,0.224,0.557,9.291,23.727,10.87,33.71
3985.871,0.018,0.624,9.29,23.726,10.85,33.71
3985.935,0.025,0.622,9.29,23.726,10.85,33.73
3986,0.024,0.614,9.288,23.726,10.85,33.73
3986.065,0.013,0.58,9.287,23.726,10.87,33.68
3986.129,0.036,0.616,9.286,23.726,10.85,33.66
3986.194,0.052,0.609,9.285,23.726,10.87,33.69
3986.258,-0.02,0.603,9.282,23.726,10.87,33.7
3986.323,0.24,0.609,9.282,23.726,10.85,33.7
3986.387,0.042,0.596,9.28,23.726,10.87,33.7
3986.452,0.152,0.596,9.278,23.726,10.85,33.71
3986.516,0.408,0.58,9.277,23.726,10.85,33.73
3986.581,0.156,0.606,9.275,23.726,10.85,33.77
3986.645,0.011,0.572,9.275,23.726,10.85,33.83
3986.71,0.02,0.557,9.273,23.726,10.85,33.91
3986.774,0.015,0.536,9.27,23.726,10.85,34.01
3986.839,0.005,0.557,9.269,23.726,10.85,34.06
3986.903,0.064,0.552,9.268,23.726,10.87,34.18
3986.968,-0.022,0.578,9.266,23.726,10.85,34.32
3987.032,0.216,0.616,9.264,23.726,10.85,34.49
3987.097,-0.005,0.541,9.261,23.726,10.87,34.64
3987.161,0.082,0.622,9.259,23.726,10.87,34.81
3987.226,0.292,0.606,9.258,23.726,10.87,34.97
3987.29,0.284,0.666,9.255,23.728,10.85,35.15
3987.355,0.007,0.637,9.254,23.728,10.85,35.36
3987.419,0.001,0.642,9.251,23.728,10.85,35.54
3987.484,0.001,0.614,9.249,23.728,10.87,35.69
3987.548,0.012,0.629,9.246,23.731,10.85,35.76
3987.613,0.02,0.603,9.245,23.729,10.87,35.87
3987.677,-0.052,0.583,9.243,23.731,10.85,36.01
3987.742,0.201,0.552,9.24,23.731,10.85,36.17
3987.806,0.01,0.575,9.238,23.733,10.87,36.29
3987.871,0.121,0.637,9.236,23.731,10.85,36.43
3987.935,0.368,0.578,9.234,23.731,10.85,36.54
3988,0.045,0.601,9.231,23.731,10.87,36.67
3988.065,-0.021,0.603,9.229,23.731,10.87,36.77
3988.129,-0.008,0.572,9.228,23.731,10.85,36.84
3988.194,-0.01,0.627,9.225,23.731,10.87,36.76
3988.258,0.046,0.575,9.223,23.728,10.87,36.58
3988.323,-0.047,0.567,9.219,23.728,10.87,36.23
3988.387,0.229,0.606,9.218,23.728,10.85,36.21
3988.452,-0.041,0.609,9.216,23.727,10.87,36.05
3988.516,0.055,0.583,9.215,23.726,10.87,35.87
3988.581,0.267,0.52,9.213,23.726,10.87,35.73
3988.645,0.27,0.528,9.211,23.726,10.87,35.56
3988.71,-0.038,0.559,9.209,23.726,10.87,35.41
3988.774,-0.064,0.554,9.206,23.726,10.87,35.23
3988.839,-0.069,0.57,9.205,23.726,10.87,35.06
3988.903,-0.08,0.591,9.203,23.728,10.87,34.84
3988.968,-0.061,0.622,9.201,23.728,10.87,34.67
3989.032,-0.176,0.562,9.2,23.728,10.87,34.56
3989.097,0.079,0.588,9.198,23.731,10.87,34.47
3989.161,-0.146,0.637,9.196,23.733,10.87,34.4
3989.226,-0.072,0.66,9.194,23.734,10.85,34.32
3989.29,0.181,0.572,9.193,23.737,10.87,34.27
3989.355,0.016,0.596,9.19,23.738,10.85,34.2
3989.419,-0.208,0.559,9.189,23.742,10.87,34.15
3989.484,-0.215,0.603,9.188,23.744,10.87,34.09
3989.548,-0.213,0.585,9.186,23.808,10.87,34.04
3989.613,-0.216,0.531,9.185,23.883,10.87,33.91
3989.677,-0.182,0.57,9.183,24.055,10.87,33.83
3989.742,-0.286,0.554,9.183,24.086,10.87,33.81
3989.806,-0.027,0.562,9.181,24.097,10.87,33.78
3989.871,-0.233,0.583,9.181,24.128,10.87,33.77
3989.935,-0.155,0.588,9.181,24.133,10.87,33.77
3990,0.101,0.601,9.181,24.153,10.87,33.77
3990.065,-0.022,0.642,9.181,24.181,10.87,33.76
3990.129,-0.248,0.609,9.181,24.188,10.87,33.78
3990.194,-0.239,0.632,9.181,24.194,10.87,33.78
3990.258,-0.225,0.591,9.183,24.211,10.87,33.78
3990.323,-0.228,0.593,9.184,24.23,10.87,33.74
3990.387,-0.153,0.624,9.185,24.255,10.87,33.7
3990.452,-0.23,0.593,9.188,24.271,10.87,33.72
3990.516,0.047,0.619,9.19,24.298,10.87,33.72
3990.581,-0.222,0.541,9.193,24.331,10.87,33.72
3990.645,-0.118,0.554,9.195,24.369,10.87,33.72
3990.71,0.091,0.575,9.198,24.371,10.87,33.74
3990.774,0.16,0.552,9.201,24.364,10.85,33.74
3990.839,-0.157,0.565,9.204,24.356,10.87,33.75
3990.903,-0.171,0.565,9.206,24.301,10.87,33.75
3990.968,-0.159,0.546,9.209,24.28,10.87,33.77
3991.032,-0.171,0.567,9.213,24.354,10.87,33.74
3991.097,-0.146,0.578,9.215,24.385,10.87,33.7
3991.161,-0.137,0.624,9.219,24.39,10.87,33.71
3991.226,-0.202,0.591,9.221,24.405,10.87,33.71
3991.29,0.053,0.598,9.224,24.425,10.87,33.72
3991.355,-0.132,0.575,9.225,24.439,10.87,33.72
3991.419,-0.012,0.601,9.228,24.445,10.87,33.73
3991.484,0.251,0.593,9.23,24.456,10.87,33.73
3991.548,-0.014,0.549,9.233,24.463,10.87,33.74
3991.613,-0.14,0.583,9.233,24.472,10.87,33.74
3991.677,-0.124,0.593,9.235,24.48,10.87,33.76
3991.742,-0.12,0.531,9.236,24.485,10.87,33.76
3991.806,-0.127,0.533,9.238,24.49,10.87,33.72
3991.871,-0.058,0.578,9.238,24.489,10.87,33.71
3991.935,-0.13,0.606,9.24,24.489,10.87,33.71
3992,0.147,0.611,9.24,24.485,10.87,33.71
3992.065,-0.139,0.593,9.24,24.485,10.87,33.72
3992.129,-0.023,0.593,9.24,24.486,10.87,33.73
3992.194,0.177,0.614,9.24,24.486,10.87,33.73
3992.258,0.277,0.575,9.24,24.484,10.87,33.76
3992.323,-0.038,0.583,9.24,24.486,10.87,33.75
3992.387,-0.052,0.634,9.24,24.489,10.87,33.76
3992.452,-0.035,0.609,9.24,24.49,10.87,33.77
3992.516,-0.041,0.596,9.24,24.491,10.85,33.74
3992.581,-0.03,0.544,9.24,24.491,10.87,33.7
3992.645,0.016,0.552,9.239,24.494,10.87,33.71
3992.71,-0.067,0.554,9.239,24.491,10.87,33.71
3992.774,0.193,0.559,9.238,24.494,10.87,33.71
3992.839,0,0.591,9.238,24.494,10.87,33.73
3992.903,0.086,0.611,9.238,24.494,10.87,33.73
3992.968,0.339,0.572,9.235,24.494,10.87,33.74
3993.032,0.214,0.616,9.235,24.496,10.87,33.74
3993.097,-0.004,0.629,9.235,24.499,10.87,33.76
3993.161,0.001,0.668,9.233,24.5,10.87,33.76
3993.226,0.006,0.606,9.233,24.502,10.87,33.78
3993.29,-0.006,0.603,9.233,24.504,10.87,33.72
3993.355,0.036,0.585,9.231,24.506,10.87,33.71
3993.419,0.008,0.591,9.23,24.507,10.85,33.72
3993.484,0.146,0.583,9.23,24.509,10.87,33.72
3993.548,0.046,0.559,9.228,24.511,10.87,33.72
3993.613,0.041,0.526,9.228,24.511,10.87,33.73
3993.677,0.188,0.565,9.226,24.511,10.87,33.74
3993.742,0.393,0.541,9.225,24.512,10.87,33.74
3993.806,0.063,0.518,9.223,24.514,10.87,33.76
3993.871,-0.002,0.591,9.223,24.515,10.87,33.76
3993.935,0.007,0.603,9.22,24.516,10.87,33.78
3994,0,0.585,9.22,24.517,10.87,33.77
3994.065,0.003,0.588,9.218,24.519,10.87,33.73
3994.129,0.035,0.678,9.215,24.519,10.87,33.77
3994.194,-0.052,0.575,9.214,24.52,10.87,33.82
3994.258,0.204,0.575,9.213,24.521,10.87,33.88
3994.323,0.009,0.593,9.21,24.521,10.87,33.97
3994.387,0.105,0.601,9.209,24.521,10.87,34.07
3994.452,0.358,0.552,9.206,24.521,10.87,34.19
3994.516,0.169,0.544,9.205,24.52,10.87,34.32
3994.581,-0.012,0.541,9.203,24.519,10.87,34.48
3994.645,-0.005,0.544,9.201,24.52,10.87,34.63
3994.71,-0.007,0.533,9.199,24.52,10.87,34.75
3994.774,0.021,0.549,9.196,24.52,10.87,34.83
3994.839,-0.007,0.552,9.195,24.521,10.87,34.97
3994.903,0.053,0.583,9.193,24.522,10.87,35.14
3994.968,0.073,0.601,9.191,24.521,10.87,35.3
3995.032,0.012,0.609,9.189,24.524,10.87,35.45
3995.097,0.144,0.601,9.188,24.524,10.87,35.6
3995.161,0.359,0.616,9.185,24.526,10.87,35.74
3995.226,0.044,0.627,9.183,24.526,10.87,35.9
3995.29,-0.033,0.578,9.182,24.526,10.87,36.05
3995.355,-0.024,0.611,9.179,24.527,10.87,36.18
3995.419,-0.016,0.591,9.177,24.529,10.87,36.22
3995.484,0.003,0.629,9.176,24.529,10.87,36.25
3995.548,-0.089,0.598,9.173,24.531,10.87,36.32
3995.613,0.177,0.531,9.172,24.531,10.87,36.39
3995.677,-0.016,0.58,9.169,24.531,10.87,36.44
3995.742,0.085,0.575,9.168,24.532,10.87,36.48
3995.806,0.337,0.629,9.166,24.534,10.87,36.48
3995.871,0.127,0.601,9.163,24.534,10.87,36.41
3995.935,-0.037,0.634,9.162,24.536,10.87,36.29
3996,-0.024,0.609,9.159,24.537,10.87,36.13
3996.065,-0.026,0.588,9.158,24.537,10.87,35.91
3996.129,0.013,0.619,9.156,24.541,10.87,35.62
3996.194,-0.031,0.603,9.154,24.542,10.87,35.39
3996.258,0.123,0.578,9.152,24.543,10.87,35.2
3996.323,0.01,0.572,9.151,24.543,10.87,35.04
3996.387,0.003,0.593,9.148,24.546,10.87,34.91
3996.452,0.16,0.598,9.147,24.548,10.87,34.8
3996.516,0.364,0.533,9.146,24.551,10.87,34.66
3996.581,0.017,0.544,9.144,24.553,10.87,34.53
3996.645,-0.045,0.575,9.143,24.556,10.87,34.44
3996.71,-0.033,0.554,9.141,24.558,10.87,34.36
3996.774,-0.04,0.57,9.139,24.561,10.87,34.24
3996.839,0.008,0.611,9.138,24.563,10.87,34.08
3996.903,-0.046,0.58,9.138,24.566,10.87,34.02
3996.968,0.145,0.572,9.136,24.569,10.87,33.96
3997.032,-0.036,0.609,9.136,24.571,10.87,33.91
3997.097,-0.001,0.64,9.133,24.573,10.87,33.88
3997.161,0.158,0.637,9.133,24.577,10.87,33.87
3997.226,0.356,0.637,9.133,24.578,10.87,33.83
3997.29,0.009,0.567,9.133,24.581,10.87,33.82
3997.355,-0.047,0.593,9.133,24.583,10.87,33.82
3997.419,-0.04,0.557,9.133,24.584,10.87,33.82
3997.484,-0.055,0.554,9.134,24.586,10.87,33.79
3997.548,-0.044,0.513,9.136,24.587,10.87,33.72
3997.613,-0.064,0.565,9.136,24.588,10.87,33.72
3997.677,-0.138,0.554,9.136,24.589,10.87,33.72
3997.742,0.07,0.539,9.137,24.591,10.87,33.72
3997.806,-0.134,0.58,9.138,24.592,10.87,33.72
3997.871,-0.039,0.567,9.139,24.593,10.87,33.72
3997.935,0.198,0.609,9.141,24.593,10.87,33.73
3998,-0.094,0.663,9.141,24.593,10.87,33.76
3998.065,-0.231,0.554,9.142,24.593,10.87,33.77
3998.129,-0.23,0.616,9.143,24.593,10.87,33.77
3998.194,-0.24,0.601,9.143,24.593,10.87,33.76
3998.258,-0.254,0.601,9.146,24.593,10.87,33.68
3998.323,-0.191,0.596,9.146,24.593,10.87,33.69
3998.387,-0.282,0.588,9.146,24.594,10.87,33.72
3998.452,-0.02,0.572,9.146,24.596,10.87,33.73
3998.516,-0.28,0.572,9.146,24.596,10.87,33.73
3998.581,-0.181,0.565,9.146,24.598,10.87,33.73
3998.645,0.029,0.539,9.146,24.598,10.87,33.72
3998.71,0.098,0.642,9.146,24.601,10.87,33.72
3998.774,-0.21,0.606,9.146,24.601,10.87,33.73
3998.839,-0.217,0.541,9.146,24.603,10.87,33.76
3998.903,-0.197,0.575,9.146,24.604,10.87,33.78
3998.968,-0.201,0.614,9.146,24.608,10.87,33.75
3999.032,-0.166,0.647,9.146,24.608,10.87,33.7
3999.097,-0.14,0.611,9.146,24.608,10.87,33.7
3999.161,-0.204,0.616,9.144,24.608,10.87,33.71
3999.226,0.067,0.575,9.143,24.609,10.87,33.72
3999.29,-0.114,0.575,9.143,24.611,10.87,33.74
3999.355,0.006,0.624,9.143,24.612,10.87,33.74
3999.419,0.277,0.603,9.143,24.614,10.87,33.75
3999.484,0.043,0.518,9.143,24.616,10.87,33.73
3999.548,-0.09,0.572,9.143,24.618,10.87,33.75
3999.613,-0.071,0.58,9.143,24.619,10.87,33.76
3999.677,-0.066,0.578,9.143,24.621,10.87,33.78
3999.742,-0.071,0.559,9.143,24.623,10.87,33.72
3999.806,-0.002,0.622,9.143,24.623,10.87,33.71
3999.871,-0.07,0.552,9.143,24.624,10.87,33.71
3999.935,0.2,0.601,9.143,24.626,10.87,33.7
4000,-0.085,0.655,9.143,24.627,10.87,33.72
4000.065,0.025,0.588,9.142,24.628,10.87,33.72
4000.129,0.219,0.616,9.143,24.628,10.87,33.74
4000.194,0.32,0.614,9.141,24.63,10.87,33.73
4000.258,0,0.562,9.141,24.63,10.87,33.75
4000.323,-0.021,0.567,9.141,24.633,10.87,33.74
4000.387,-0.009,0.57,9.139,24.633,10.87,33.77
4000.452,-0.02,0.562,9.138,24.635,10.87,33.74
4000.516,0.001,0.567,9.137,24.635,10.87,33.7
4000.581,0.011,0.554,9.136,24.636,10.87,33.71
4000.645,-0.029,0.572,9.136,24.638,10.87,33.72
4000.71,0.18,0.58,9.133,24.639,10.87,33.72
4000.774,0.013,0.575,9.133,24.64,10.87,33.72
4000.839,0.132,0.598,9.131,24.64,10.87,33.72
4000.903,0.38,0.593,9.129,24.643,10.87,33.72
4000.968,0.104,0.634,9.128,24.643,10.87,33.73
4001.032,-0.016,0.632,9.127,24.645,10.87,33.75
4001.097,-0.004,0.591,9.126,24.648,10.87,33.77
4001.161,-0.013,0.601,9.124,24.648,10.87,33.75
4001.226,-0.022,0.603,9.123,24.648,10.87,33.71
4001.29,0.036,0.637,9.121,24.648,10.87,33.69
4001.355,-0.048,0.606,9.121,24.648,10.87,33.7
4001.419,0.19,0.603,9.118,24.648,10.87,33.71
4001.484,-0.023,0.557,9.117,24.65,10.87,33.73
4001.548,0.049,0.539,9.116,24.649,10.87,33.74
4001.613,0.26,0.533,9.116,24.648,10.87,33.73
4001.677,0.267,0.549,9.113,24.648,10.87,33.73
4001.742,-0.022,0.578,9.112,24.649,10.87,33.73
4001.806,-0.028,0.554,9.111,24.65,10.87,33.77
4001.871,-0.022,0.606,9.109,24.651,10.87,33.79
4001.935,-0.04,0.624,9.108,24.653,10.87,33.76
4002,-0.007,0.64,9.107,24.651,10.87,33.72
4002.065,-0.025,0.603,9.106,24.653,10.87,33.72
4002.129,0.081,0.609,9.104,24.65,10.87,33.75
4002.194,0.026,0.603,9.103,24.653,10.87,33.8
4002.258,-0.001,0.596,9.102,24.653,10.87,33.86
4002.323,0.137,0.578,9.101,24.653,10.87,33.94
4002.387,0.35,0.616,9.098,24.653,10.87,34.02
4002.452,0.032,0.575,9.097,24.653,10.87,34.09
4002.516,-0.043,0.565,9.096,24.653,10.87,34.2
4002.581,-0.032,0.575,9.094,24.654,10.87,34.32
4002.645,-0.044,0.616,9.092,24.655,10.87,34.43
4002.71,-0.008,0.624,9.091,24.653,10.87,34.52
4002.774,-0.051,0.585,9.09,24.655,10.87,34.69
4002.839,0.18,0.614,9.089,24.654,10.87,34.85
4002.903,-0.098,0.606,9.086,24.653,10.87,35.01
4002.968,0,0.629,9.085,24.654,10.87,35.15
4003.032,0.157,0.58,9.084,24.653,10.87,35.32
4003.097,0.318,0.596,9.082,24.653,10.87,35.49
4003.161,-0.006,0.622,9.08,24.653,10.87,35.68
4003.226,-0.049,0.585,9.079,24.653,10.87,35.84
4003.29,-0.042,0.58,9.076,24.653,10.87,35.96
4003.355,-0.039,0.557,9.075,24.653,10.87,36.02
4003.419,-0.015,0.552,9.074,24.653,10.87,36.07
4003.484,-0.106,0.552,9.072,24.653,10.87,36.21
4003.548,0.164,0.591,9.071,24.65,10.87,36.34
4003.613,-0.032,0.552,9.069,24.65,10.87,36.49
4003.677,0.059,0.609,9.067,24.65,10.87,36.57
4003.742,0.306,0.598,9.066,24.65,10.87,36.67
4003.806,0.138,0.58,9.064,24.65,10.87,36.7
4003.871,-0.046,0.65,9.062,24.65,10.87,36.61
4003.935,-0.033,0.629,9.061,24.649,10.87,36.42
4004,-0.03,0.653,9.059,24.65,10.87,36.15
4004.065,-0.003,0.642,9.057,24.649,10.87,35.85
4004.129,-0.01,0.616,9.056,24.648,10.87,35.59
4004.194,-0.039,0.616,9.055,24.649,10.87,35.39
4004.258,0.167,0.583,9.054,24.65,10.87,35.18
4004.323,-0.004,0.557,9.051,24.65,10.87,35.01
4004.387,0.119,0.572,9.05,24.65,10.87,34.86
4004.452,0.379,0.51,9.049,24.65,10.87,34.72
4004.516,0.076,0.533,9.047,24.65,10.87,34.58
4004.581,-0.038,0.583,9.046,24.65,10.87,34.49
4004.645,-0.029,0.593,9.044,24.65,10.87,34.4
4004.71,-0.027,0.572,9.042,24.65,10.87,34.29
4004.774,-0.016,0.585,9.041,24.65,10.87,34.15
4004.839,0.011,0.622,9.039,24.651,10.87,34.07
4004.903,-0.081,0.624,9.039,24.653,10.87,34.02
4004.968,0.197,0.622,9.036,24.653,10.87,33.97
4005.032,-0.013,0.627,9.035,24.655,10.87,33.94
4005.097,0.08,0.588,9.034,24.656,10.87,33.89
4005.161,0.343,0.606,9.031,24.66,10.87,33.87
4005.226,0.147,0.546,9.031,24.66,10.87,33.85
4005.29,-0.042,0.583,9.029,24.661,10.87,33.87
4005.355,-0.034,0.583,9.027,24.663,10.87,33.84
4005.419,-0.033,0.57,9.026,24.663,10.87,33.82
4005.484,-0.041,0.541,9.026,24.663,10.87,33.74
4005.548,0.021,0.57,9.024,24.663,10.87,33.71
4005.613,-0.071,0.593,9.024,24.661,10.87,33.73
4005.677,0.179,0.58,9.021,24.663,10.85,33.72
4005.742,-0.05,0.57,9.02,24.663,10.87,33.74
4005.806,0.031,0.663,9.019,24.663,10.87,33.72
4005.871,0.245,0.627,9.017,24.663,10.87,33.72
4005.935,0.273,0.645,9.016,24.663,10.87,33.72
4006,-0.034,0.645,9.015,24.663,10.87,33.73
4006.065,-0.047,0.583,9.014,24.663,10.87,33.74
4006.129,-0.041,0.642,9.012,24.663,10.87,33.76
4006.194,-0.056,0.619,9.011,24.663,10.87,33.7
4006.258,-0.023,0.585,9.011,24.66,10.87,33.67
4006.323,-0.045,0.583,9.009,24.66,10.87,33.69
4006.387,-0.033,0.591,9.009,24.66,10.87,33.68
4006.452,0.087,0.614,9.007,24.661,10.87,33.7
4006.516,-0.036,0.609,9.007,24.663,10.87,33.7
4006.581,0.089,0.606,9.004,24.663,10.87,33.71
4006.645,0.328,0.658,9.004,24.663,10.87,33.7
4006.71,0.017,0.627,9.002,24.665,10.87,33.71
4006.774,-0.083,0.634,9.002,24.668,10.87,33.72
4006.839,-0.073,0.663,8.999,24.668,10.87,33.73
4006.903,-0.08,0.637,8.999,24.668,10.87,33.74
4006.968,-0.084,0.624,8.998,24.67,10.87,33.68
4007.032,-0.027,0.598,8.997,24.67,10.87,33.7
4007.097,-0.12,0.585,8.995,24.67,10.87,33.7
4007.161,0.125,0.585,8.994,24.671,10.87,33.7
4007.226,-0.085,0.572,8.994,24.673,10.87,33.7
4007.29,-0.009,0.575,8.992,24.675,10.87,33.7
4007.355,0.211,0.572,8.992,24.676,10.87,33.7
4007.419,0.208,0.552,8.992,24.678,10.87,33.71
4007.484,-0.078,0.572,8.989,24.678,10.87,33.71
4007.548,-0.084,0.578,8.989,24.68,10.87,33.72
4007.613,-0.073,0.634,8.989,24.68,10.87,33.74
4007.677,-0.086,0.58,8.988,24.68,10.87,33.7
4007.742,-0.051,0.603,8.987,24.68,10.87,33.67
4007.806,-0.059,0.575,8.987,24.68,10.87,33.68
4007.871,-0.08,0.658,8.987,24.681,10.87,33.69
4007.935,0.102,0.658,8.987,24.683,10.87,33.7
4008,-0.045,0.619,8.987,24.683,10.87,33.71
4008.065,0.076,0.58,8.987,24.684,10.87,33.71
4008.129,0.326,0.593,8.987,24.685,10.87,33.71
4008.194,0.038,0.591,8.987,24.685,10.87,33.7
4008.258,-0.074,0.567,8.985,24.686,10.87,33.72
4008.323,-0.061,0.583,8.984,24.688,10.87,33.75
4008.387,-0.064,0.541,8.984,24.688,10.87,33.77
4008.452,-0.076,0.58,8.984,24.688,10.87,33.72
4008.516,-0.02,0.533,8.984,24.688,10.87,33.7
4008.581,-0.076,0.603,8.984,24.688,10.87,33.71
4008.645,0.17,0.593,8.982,24.688,10.87,33.7
4008.71,-0.106,0.572,8.982,24.69,10.87,33.71
4008.774,-0.015,0.642,8.982,24.69,10.87,33.72
4008.839,0.148,0.65,8.982,24.69,10.87,33.73
4008.903,0.316,0.616,8.982,24.691,10.87,33.73
4008.968,-0.022,0.663,8.979,24.691,10.87,33.73
4009.032,-0.069,0.629,8.979,24.693,10.87,33.73
4009.097,-0.055,0.601,8.979,24.693,10.87,33.76
4009.161,-0.067,0.609,8.979,24.695,10.87,33.74
4009.226,-0.073,0.616,8.977,24.695,10.87,33.7
4009.29,-0.01,0.616,8.977,24.695,10.87,33.71
4009.355,-0.096,0.549,8.977,24.696,10.87,33.71
4009.419,0.15,0.596,8.974,24.698,10.87,33.71
4009.484,-0.077,0.616,8.974,24.698,10.87,33.7
4009.548,0.003,0.575,8.972,24.698,10.87,33.72
4009.613,0.21,0.603,8.972,24.7,10.87,33.72
4009.677,0.246,0.593,8.972,24.7,10.87,33.73
4009.742,-0.058,0.57,8.969,24.7,10.87,33.75
4009.806,-0.068,0.668,8.969,24.703,10.87,33.75
4009.871,-0.062,0.645,8.968,24.703,10.87,33.75
4009.935,-0.077,0.642,8.967,24.703,10.87,33.71
4010,-0.07,0.603,8.967,24.703,10.87,33.69
4010.065,-0.024,0.578,8.965,24.703,10.87,33.71
