Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
4537.419,0.069,0.637,7.759,97,10.88,32.46
4537.484,0.284,0.583,7.759,97,10.88,32.48
4537.548,0.269,0.609,7.759,97,10.88,32.47
4537.613,-0.008,0.616,7.759,97,10.88,32.49
4537.677,-0.015,0.616,7.757,78,10.88,32.49
4537.742,-0.016,0.632,7.756,78,10.88,32.5
4537.806,-0.032,0.629,7.756,78,10.88,32.47
4537.871,-0.01,0.655,7.756,78,10.88,32.46
4537.935,-0.04,0.676,7.756,78,10.88,32.52
4538,0.099,0.673,7.755,78,10.88,32.58
4538.065,0.192,0.642,7.754,78,10.88,32.69
4538.129,0.001,0.671,7.754,78,10.88,32.8
4538.194,0.102,0.655,7.752,79,10.88,32.94
4538.258,0.343,0.658,7.751,79,10.88,33.23
4538.323,0.14,0.663,7.751,79,10.88,33.25
4538.387,-0.029,0.627,7.751,79,10.88,33.41
4538.452,-0.026,0.606,7.751,79,10.88,33.6
4538.516,-0.037,0.637,7.751,79,10.88,33.74
4538.581,-0.001,0.642,7.751,79,10.88,33.85
4538.645,-0.045,0.629,7.751,79,10.88,33.99
4538.71,0.074,0.658,7.749,79,10.88,34.16
4538.774,0.025,0.619,7.749,79,10.88,34.33
4538.839,0.004,0.627,7.749,79,10.88,34.47
4538.903,0.132,0.678,7.749,79,10.88,34.63
4538.968,0.344,0.671,7.747,79,10.88,34.76
4539.032,0.033,0.645,7.746,79,10.88,34.9
4539.097,-0.047,0.678,7.746,79,10.88,35.02
4539.161,-0.044,0.647,7.746,79,10.88,35.14
4539.226,-0.037,0.624,7.746,79,10.88,35.22
4539.29,-0.011,0.642,7.744,79,10.88,35.26
4539.355,-0.1,0.619,7.744,79,10.88,35.32
4539.419,0.177,0.632,7.744,79,10.88,35.32
4539.484,-0.025,0.572,7.744,79,10.88,35.26
4539.548,0.058,0.622,7.744,79,10.88,35.12
4539.613,0.295,0.64,7.741,79,10.88,34.95
4539.677,0.158,0.65,7.741,79,10.88,34.72
4539.742,-0.054,0.66,7.741,89,10.88,34.53
4539.806,-0.052,0.642,7.741,89,10.88,34.33
4539.871,-0.056,0.684,7.741,89,10.88,34.13
4539.935,-0.039,0.66,7.741,89,10.88,33.88
4540,-0.026,0.65,7.739,89,10.88,33.67
4540.065,-0.102,0.65,7.739,89,10.88,33.52
4540.129,0.183,0.678,7.739,89,10.88,33.37
4540.194,-0.029,0.627,7.739,89,10.88,33.25
4540.258,0.071,0.606,7.739,89,10.88,33.13
4540.323,0.329,0.637,7.739,89,10.88,33.03
4540.387,0.105,0.611,7.739,89,10.88,32.91
4540.452,-0.071,0.585,7.736,85,10.88,32.83
4540.516,-0.071,0.593,7.736,85,10.88,32.76
4540.581,-0.08,0.622,7.736,85,10.88,32.69
4540.645,-0.069,0.642,7.736,85,10.88,32.53
4540.71,-0.064,0.65,7.736,85,10.88,32.46
4540.774,-0.147,0.627,7.736,85,10.88,32.42
4540.839,0.124,0.673,7.736,85,10.88,32.4
4540.903,-0.078,0.671,7.735,85,10.88,32.4
4540.968,0.022,0.678,7.734,85,10.88,32.4
4541.032,0.276,0.671,7.734,84,10.88,32.4
4541.097,0.047,0.684,7.734,84,10.88,32.39
4541.161,-0.117,0.678,7.734,84,10.88,32.41
4541.226,-0.112,0.668,7.732,84,10.88,32.41
4541.29,-0.115,0.591,7.731,84,10.88,32.43
4541.355,-0.104,0.658,7.731,84,10.88,32.37
4541.419,-0.072,0.603,7.731,84,10.88,32.35
4541.484,-0.161,0.609,7.731,84,10.88,32.36
4541.548,0.106,0.627,7.731,84,10.88,32.36
4541.613,-0.087,0.666,7.731,84,10.88,32.37
4541.677,-0.001,0.619,7.73,84,10.88,32.37
4541.742,0.241,0.627,7.729,83,10.88,32.39
4541.806,0.129,0.65,7.729,83,10.88,32.38
4541.871,-0.098,0.676,7.729,83,10.88,32.39
4541.935,-0.093,0.666,7.729,83,10.88,32.39
4542,-0.093,0.653,7.729,83,10.88,32.4
4542.065,-0.103,0.65,7.729,83,10.88,32.36
4542.129,-0.037,0.606,7.729,83,10.88,32.36
4542.194,-0.12,0.655,7.729,83,10.88,32.4
4542.258,0.152,0.603,7.729,83,10.88,32.44
4542.323,-0.124,0.603,7.726,83,10.88,32.52
4542.387,-0.016,0.609,7.729,83,10.88,32.61
4542.452,0.163,0.585,7.726,81,10.88,32.71
4542.516,0.278,0.609,7.726,81,10.88,32.84
4542.581,-0.047,0.666,7.726,81,10.88,33
4542.645,-0.074,0.663,7.726,81,10.88,33.14
4542.71,-0.065,0.64,7.726,81,10.88,33.29
4542.774,-0.068,0.634,7.726,81,10.88,33.36
4542.839,-0.023,0.686,7.726,81,10.88,33.46
4542.903,0.149,0.671,7.726,81,10.88,33.59
4542.968,0.147,0.658,7.726,81,10.88,33.76
4543.032,-0.063,0.702,7.726,81,10.88,33.91
4543.097,0.017,0.603,7.726,86,10.88,34.09
4543.161,0.226,0.64,7.725,86,10.88,34.25
4543.226,0.222,0.655,7.725,86,10.88,34.56
4543.29,-0.055,0.601,7.726,86,10.88,34.59
4543.355,-0.063,0.609,7.726,86,10.88,34.75
4543.419,-0.061,0.614,7.726,86,10.88,34.9
4543.484,-0.022,0.606,7.724,86,10.88,34.97
4543.548,-0.079,0.609,7.726,86,10.88,35.06
4543.613,0.092,0.668,7.724,86,10.88,35.14
4543.677,-0.034,0.655,7.724,86,10.88,35.26
4543.742,-0.017,0.66,7.724,86,10.88,35.31
4543.806,0.125,0.673,7.724,86,10.88,35.31
4543.871,0.321,0.704,7.724,86,10.88,35.21
4543.935,-0.002,0.658,7.724,86,10.88,35.08
4544,-0.065,0.694,7.724,86,10.88,34.93
4544.065,-0.053,0.655,7.724,86,10.88,34.77
4544.129,-0.064,0.673,7.722,86,10.88,34.56
4544.194,-0.008,0.671,7.724,86,10.88,34.32
4544.258,-0.104,0.585,7.721,86,10.88,34.15
4544.323,0.176,0.642,7.721,86,10.88,33.99
4544.387,-0.133,0.606,7.721,86,10.88,33.83
4544.452,-0.042,0.609,7.721,86,10.88,33.69
4544.516,0.133,0.609,7.721,86,10.88,33.55
4544.581,0.22,0.647,7.719,86,10.88,33.39
4544.645,-0.126,0.634,7.719,86,10.88,33.28
4544.71,-0.162,0.629,7.719,86,10.88,33.17
4544.774,-0.165,0.64,7.719,86,10.88,33.09
4544.839,-0.181,0.707,7.719,86,10.88,32.95
4544.903,-0.125,0.65,7.719,86,10.88,32.79
4544.968,0.054,0.653,7.719,86,10.88,32.71
4545.032,0.023,0.668,7.716,86,10.88,32.64
4545.097,-0.215,0.689,7.716,86,10.88,32.6
4545.161,-0.126,0.66,7.716,85,10.88,32.56
4545.226,0.071,0.65,7.716,85,10.88,32.54
4545.29,0.146,0.624,7.715,85,10.88,32.51
4545.355,-0.176,0.601,7.715,85,10.88,32.51
4545.419,-0.19,0.616,7.716,85,10.88,32.5
4545.484,-0.18,0.627,7.715,85,10.88,32.5
4545.548,-0.183,0.634,7.714,85,10.88,32.47
4545.613,-0.114,0.64,7.714,85,10.88,32.41
4545.677,-0.196,0.655,7.714,85,10.88,32.41
4545.742,0.086,0.65,7.714,85,10.88,32.4
4545.806,-0.191,0.666,7.714,85,10.88,32.41
4545.871,-0.078,0.663,7.714,85,10.88,32.41
4545.935,0.113,0.655,7.714,124,10.88,32.41
4546,0.23,0.619,7.714,124,10.88,32.42
4546.065,-0.098,0.622,7.714,124,10.88,32.43
4546.129,-0.116,0.66,7.714,124,10.88,32.44
4546.194,-0.104,0.624,7.715,124,10.88,32.45
4546.258,-0.109,0.601,7.716,124,10.88,32.42
4546.323,-0.057,0.601,7.716,124,10.88,32.38
4546.387,-0.095,0.609,7.716,124,10.88,32.39
4546.452,0.039,0.642,7.719,124,10.88,32.39
4546.516,-0.021,0.624,7.719,124,10.88,32.4
4546.581,-0.034,0.655,7.719,124,10.88,32.4
4546.645,0.108,0.658,7.72,124,10.88,32.41
4546.71,0.328,0.702,7.721,124,10.88,32.41
4546.774,0.004,0.686,7.722,124,10.88,32.43
4546.839,-0.07,0.671,7.724,124,10.88,32.41
4546.903,-0.061,0.702,7.724,124,10.88,32.44
4546.968,-0.069,0.642,7.726,124,10.88,32.44
4547.032,-0.046,0.634,7.726,124,10.88,32.41
4547.097,-0.045,0.647,7.726,124,10.88,32.44
4547.161,-0.096,0.629,7.729,124,10.88,32.5
4547.226,0.14,0.637,7.729,124,10.88,32.59
4547.29,-0.033,0.601,7.729,124,10.88,32.72
4547.355,0.074,0.616,7.729,124,10.88,32.86
4547.419,0.32,0.609,7.73,124,10.88,33
4547.484,0.074,0.627,7.731,124,10.88,33.16
4547.548,-0.068,0.616,7.731,83,10.88,33.3
4547.613,-0.057,0.645,7.732,83,10.88,33.46
4547.677,-0.061,0.642,7.734,83,10.88,33.58
4547.742,-0.007,0.681,7.736,83,10.88,33.68
4547.806,-0.1,0.694,7.736,83,10.88,33.81
4547.871,0.169,0.694,7.737,83,10.88,34
4547.935,-0.1,0.647,7.739,83,10.88,34.18
4548,0.008,0.637,7.741,83,10.88,34.33
4548.065,0.195,0.653,7.741,83,10.88,34.49
4548.129,0.265,0.637,7.744,83,10.88,34.63
4548.194,-0.048,0.642,7.746,83,10.88,34.79
4548.258,-0.066,0.562,7.746,87,10.88,34.96
4548.323,-0.061,0.611,7.749,87,10.88,35.11
4548.387,-0.011,0.614,7.751,87,10.88,35.16
4548.452,-0.087,0.593,7.752,87,10.88,35.23
4548.516,0.184,0.629,7.754,87,10.88,35.32
4548.581,-0.11,0.627,7.756,87,10.88,35.42
4548.645,0,0.666,7.757,87,10.88,35.41
4548.71,0.163,0.681,7.76,87,10.88,35.33
4548.774,0.312,0.694,7.762,87,10.88,35.19
4548.839,-0.02,0.64,7.764,87,10.88,35.04
4548.903,-0.056,0.655,7.766,91,10.88,34.87
4548.968,-0.045,0.632,7.767,91,10.88,34.7
4549.032,-0.039,0.684,7.769,91,10.88,34.48
4549.097,-0.003,0.627,7.771,91,10.88,34.25
4549.161,-0.096,0.66,7.774,91,10.88,34.1
4549.226,0.179,0.622,7.774,91,10.88,33.94
4549.29,-0.024,0.609,7.776,91,10.88,33.77
4549.355,0.055,0.606,7.776,91,10.88,33.59
4549.419,0.299,0.637,7.777,91,10.88,33.45
4549.484,0.206,0.653,7.778,91,10.88,33.32
4549.548,-0.04,0.629,7.778,87,10.88,33.21
4549.613,-0.041,0.629,7.781,87,10.88,33.11
4549.677,-0.037,0.673,7.781,87,10.88,33.02
4549.742,-0.027,0.676,7.781,87,10.88,32.87
4549.806,-0.006,0.64,7.781,87,10.88,32.76
4549.871,-0.097,0.668,7.781,87,10.88,32.72
4549.935,0.186,0.64,7.781,87,10.88,32.65
4550,-0.018,0.642,7.781,87,10.88,32.62
4550.065,0.073,0.634,7.781,87,10.88,32.58
4550.129,0.324,0.609,7.781,87,10.88,32.55
4550.194,0.152,0.598,7.781,87,10.88,32.53
4550.258,-0.048,0.575,7.781,85,10.88,32.52
4550.323,-0.046,0.666,7.781,85,10.88,32.52
4550.387,-0.048,0.616,7.781,85,10.88,32.53
4550.452,-0.036,0.627,7.781,85,10.88,32.47
4550.516,-0.01,0.65,7.779,85,10.88,32.44
4550.581,-0.101,0.65,7.778,85,10.88,32.44
4550.645,0.177,0.678,7.778,85,10.88,32.43
4550.71,-0.023,0.666,7.778,85,10.88,32.44
4550.774,0.065,0.663,7.778,85,10.88,32.44
4550.839,0.31,0.673,7.777,85,10.88,32.46
4550.903,0.15,0.634,7.776,85,10.88,32.45
4550.968,-0.051,0.619,7.776,84,10.88,32.46
4551.032,-0.047,0.658,7.775,84,10.88,32.46
4551.097,-0.051,0.622,7.774,84,10.88,32.48
4551.161,-0.054,0.591,7.774,84,10.88,32.42
4551.226,0,0.559,7.774,84,10.88,32.4
4551.29,-0.096,0.591,7.772,84,10.88,32.43
4551.355,0.149,0.601,7.771,84,10.88,32.41
4551.419,-0.047,0.601,7.771,84,10.88,32.44
4551.484,0.014,0.596,7.771,84,10.88,32.42
4551.548,0.208,0.653,7.771,84,10.88,32.44
4551.613,0.183,0.653,7.771,84,10.88,32.44
4551.677,-0.126,0.66,7.77,82,10.88,32.45
4551.742,-0.159,0.663,7.769,82,10.88,32.46
4551.806,-0.187,0.655,7.769,82,10.88,32.46
4551.871,-0.231,0.684,7.77,82,10.88,32.42
4551.935,-0.199,0.666,7.771,82,10.88,32.4
4552,-0.291,0.65,7.771,82,10.88,32.43
4552.065,-0.067,0.697,7.771,82,10.88,32.42
4552.129,-0.347,0.65,7.771,82,10.88,32.43
4552.194,-0.272,0.622,7.771,82,10.88,32.41
4552.258,-0.126,0.611,7.771,82,10.88,32.43
4552.323,0.031,0.632,7.772,82,10.88,32.43
4552.387,-0.303,0.583,7.774,82,10.88,32.46
4552.452,-0.353,0.634,7.774,82,10.88,32.46
4552.516,-0.345,0.619,7.774,82,10.88,32.48
4552.581,-0.354,0.647,7.776,82,10.88,32.44
4552.645,-0.321,0.704,7.777,82,10.88,32.4
4552.71,-0.319,0.658,7.778,82,10.88,32.45
4552.774,-0.341,0.642,7.778,82,10.88,32.54
4552.839,-0.132,0.632,7.779,82,10.88,32.67
4552.903,-0.275,0.614,7.781,82,10.88,32.76
4552.968,-0.149,0.624,7.781,82,10.88,32.86
4553.032,0.101,0.632,7.783,82,10.88,32.97
4553.097,-0.142,0.634,7.783,82,10.88,33.13
4553.161,-0.252,0.578,7.784,82,10.88,33.32
4553.226,-0.225,0.616,7.786,82,10.88,33.52
4553.29,-0.212,0.629,7.786,82,10.88,33.66
4553.355,-0.141,0.65,7.788,82,10.88,33.77
4553.419,-0.22,0.614,7.789,82,10.88,33.91
4553.484,0.061,0.624,7.791,82,10.88,34.1
4553.548,-0.182,0.624,7.793,82,10.88,34.31
4553.613,-0.066,0.692,7.793,82,10.88,34.5
4553.677,0.123,0.65,7.796,88,10.88,34.7
4553.742,0.198,0.658,7.796,88,10.88,34.87
4553.806,-0.092,0.658,7.798,88,10.88,35.04
4553.871,-0.093,0.614,7.799,88,10.88,35.17
4553.935,-0.083,0.622,7.801,88,10.88,35.28
4554,-0.032,0.609,7.803,88,10.88,35.33
4554.065,-0.092,0.591,7.804,88,10.88,35.41
4554.129,0.152,0.603,7.806,88,10.88,35.51
4554.194,-0.093,0.578,7.808,88,10.88,35.6
4554.258,-0.002,0.57,7.808,88,10.88,35.66
4554.323,0.153,0.632,7.808,88,10.88,35.75
4554.387,0.324,0.614,7.811,88,10.88,35.84
4554.452,0,0.629,7.811,88,10.88,35.95
4554.516,-0.041,0.642,7.811,90,10.89,36.04
4554.581,-0.032,0.668,7.813,90,10.88,36.09
4554.645,0.004,0.689,7.813,90,10.89,36.02
4554.71,-0.04,0.666,7.813,90,10.88,35.85
4554.774,0.064,0.634,7.813,90,10.88,35.67
4554.839,0.065,0.647,7.813,90,10.88,35.45
4554.903,0.01,0.658,7.813,90,10.88,35.22
4554.968,0.153,0.627,7.813,90,10.88,35
4555.032,0.368,0.619,7.813,90,10.88,34.79
4555.097,0.036,0.596,7.813,90,10.88,34.58
4555.161,-0.039,0.598,7.813,91,10.88,34.38
4555.226,-0.028,0.591,7.813,91,10.88,34.21
4555.29,-0.025,0.567,7.813,91,10.88,33.97
4555.355,0.028,0.632,7.812,91,10.88,33.69
4555.419,-0.066,0.598,7.812,91,10.88,33.49
4555.484,0.201,0.619,7.811,91,10.88,33.36
4555.548,-0.007,0.627,7.811,91,10.88,33.24
4555.613,0.066,0.686,7.809,91,10.88,33.13
4555.677,0.289,0.606,7.808,91,10.88,33.04
4555.742,0.272,0.634,7.808,91,10.88,32.97
4555.806,-0.017,0.609,7.806,91,10.88,32.9
4555.871,-0.023,0.632,7.806,87,10.88,32.84
4555.935,-0.019,0.598,7.806,87,10.88,32.77
4556,-0.007,0.624,7.804,87,10.88,32.64
4556.065,0.005,0.609,7.803,87,10.88,32.55
4556.129,-0.085,0.614,7.803,87,10.88,32.51
4556.194,0.199,0.616,7.802,87,10.88,32.49
4556.258,-0.009,0.601,7.801,87,10.88,32.48
4556.323,0.082,0.624,7.801,87,10.88,32.46
4556.387,0.329,0.627,7.799,87,10.88,32.46
4556.452,0.137,0.637,7.798,87,10.88,32.47
4556.516,-0.054,0.647,7.798,86,10.88,32.48
4556.581,-0.056,0.694,7.798,86,10.88,32.48
4556.645,-0.071,0.673,7.798,86,10.88,32.48
4556.71,-0.077,0.611,7.798,86,10.88,32.42
4556.774,-0.064,0.611,7.798,86,10.88,32.41
4556.839,-0.174,0.619,7.796,86,10.88,32.41
4556.903,0.074,0.634,7.797,86,10.88,32.4
4556.968,-0.143,0.629,7.797,86,10.88,32.42
4557.032,-0.079,0.609,7.797,86,10.88,32.44
4557.097,0.142,0.593,7.798,84,10.88,32.44
4557.161,-0.005,0.598,7.798,84,10.88,32.44
4557.226,-0.234,0.634,7.798,84,10.88,32.43
4557.29,-0.236,0.655,7.798,84,10.88,32.44
4557.355,-0.244,0.64,7.798,84,10.88,32.46
4557.419,-0.258,0.65,7.798,84,10.88,32.44
4557.484,-0.192,0.681,7.801,84,10.88,32.41
4557.548,-0.264,0.704,7.799,84,10.88,32.42
4557.613,0.01,0.655,7.801,84,10.88,32.4
4557.677,-0.273,0.655,7.798,84,10.88,32.4
4557.742,-0.16,0.624,7.801,84,10.88,32.41
4557.806,0.014,0.64,7.801,81,10.88,32.44
4557.871,0.16,0.655,7.801,81,10.88,32.46
4557.935,-0.158,0.606,7.801,81,10.88,32.46
4558,-0.18,0.591,7.801,81,10.88,32.45
4558.065,-0.163,0.601,7.801,81,10.88,32.45
4558.129,-0.167,0.585,7.801,81,10.88,32.44
4558.194,-0.14,0.637,7.802,81,10.88,32.4
4558.258,-0.093,0.647,7.803,81,10.88,32.42
4558.323,-0.17,0.642,7.803,81,10.89,32.44
4558.387,0.108,0.634,7.803,81,10.88,32.43
4558.452,-0.073,0.65,7.806,81,10.89,32.44
4558.516,0.022,0.684,7.806,81,10.89,32.44
4558.581,0.267,0.684,7.807,81,10.89,32.45
4558.645,0.159,0.668,7.808,81,10.88,32.45
4558.71,-0.053,0.632,7.811,81,10.88,32.48
4558.774,-0.043,0.647,7.811,80,10.88,32.49
4558.839,-0.041,0.66,7.813,80,10.88,32.53
4558.903,-0.046,0.624,7.814,80,10.88,32.51
4558.968,0.011,0.596,7.816,80,10.89,32.54
4559.032,-0.045,0.585,7.818,80,10.89,32.64
4559.097,0.21,0.583,7.818,80,10.89,32.76
4559.161,-0.063,0.593,7.819,80,10.89,32.91
4559.226,0.036,0.575,7.821,80,10.89,33.04
4559.29,0.193,0.65,7.822,80,10.89,33.18
4559.355,0.356,0.627,7.823,80,10.89,33.31
4559.419,0.033,0.629,7.823,80,10.89,33.48
4559.484,-0.01,0.655,7.826,80,10.88,33.64
4559.548,-0.003,0.671,7.826,80,10.88,33.8
4559.613,-0.008,0.666,7.826,80,10.88,33.9
4559.677,0.04,0.66,7.826,80,10.88,34
4559.742,-0.05,0.603,7.826,80,10.89,34.16
4559.806,0.203,0.642,7.826,80,10.88,34.33
4559.871,-0.008,0.619,7.827,80,10.89,34.49
4559.935,0.077,0.593,7.826,80,10.89,34.63
4560,0.278,0.606,7.826,80,10.89,34.77
4560.065,0.28,0.65,7.826,80,10.89,34.9
4560.129,0,0.629,7.826,80,10.89,35.05
4560.194,-0.006,0.64,7.826,80,10.88,35.18
4560.258,-0.006,0.619,7.826,80,10.89,35.29
4560.323,0.033,0.645,7.826,80,10.89,35.32
4560.387,-0.021,0.632,7.823,80,10.89,35.39
4560.452,0.178,0.666,7.823,65,10.89,35.47
4560.516,0.001,0.681,7.823,65,10.89,35.57
4560.581,0.045,0.663,7.822,65,10.89,35.6
4560.645,0.193,0.632,7.821,65,10.89,35.52
4560.71,0.375,0.653,7.821,65,10.89,35.38
4560.774,0.042,0.668,7.821,65,10.89,35.22
4560.839,-0.015,0.64,7.818,90,10.89,35.05
4560.903,-0.005,0.606,7.818,90,10.89,34.88
4560.968,-0.008,0.598,7.818,90,10.89,34.65
4561.032,0.047,0.609,7.816,90,10.89,34.38
4561.097,-0.049,0.624,7.816,90,10.89,34.2
4561.161,0.22,0.627,7.813,90,10.89,34.01
4561.226,-0.015,0.627,7.813,90,10.89,33.85
4561.29,0.068,0.64,7.813,90,10.89,33.71
4561.355,0.284,0.642,7.811,90,10.89,33.6
4561.419,0.302,0.642,7.811,90,10.89,33.48
4561.484,-0.002,0.686,7.809,90,10.89,33.4
4561.548,-0.015,0.64,7.808,128,10.89,33.31
4561.613,-0.007,0.663,7.806,128,10.89,33.21
4561.677,-0.01,0.627,7.806,128,10.89,33.06
4561.742,0.04,0.645,7.803,128,10.89,32.92
4561.806,-0.057,0.655,7.802,128,10.89,32.85
4561.871,0.197,0.601,7.801,128,10.89,32.8
4561.935,-0.012,0.58,7.801,128,10.89,32.77
4562,0.056,0.588,7.798,128,10.89,32.73
4562.065,0.268,0.603,7.798,128,10.89,32.69
4562.129,0.255,0.627,7.796,128,10.89,32.66
4562.194,-0.055,0.609,7.794,128,10.89,32.63
4562.258,-0.082,0.598,7.793,128,10.89,32.6
4562.323,-0.092,0.637,7.792,128,10.89,32.59
4562.387,-0.111,0.634,7.791,128,10.89,32.53
4562.452,-0.077,0.668,7.791,128,10.89,32.45
4562.516,-0.19,0.671,7.788,128,10.89,32.46
4562.581,0.045,0.645,7.788,128,10.89,32.45
4562.645,-0.158,0.678,7.787,128,10.89,32.46
4562.71,-0.095,0.64,7.786,128,10.89,32.45
4562.774,0.123,0.645,7.784,128,10.89,32.45
4562.839,0.088,0.647,7.783,128,10.89,32.45
4562.903,-0.191,0.637,7.783,128,10.89,32.46
4562.968,-0.196,0.627,7.782,128,10.89,32.46
4563.032,-0.189,0.66,7.781,128,10.89,32.47
4563.097,-0.197,0.65,7.781,128,10.89,32.45
4563.161,-0.134,0.606,7.781,128,10.89,32.4
4563.226,-0.206,0.645,7.778,128,10.89,32.43
4563.29,0.061,0.619,7.778,128,10.89,32.41
4563.355,-0.219,0.668,7.777,128,10.89,32.43
4563.419,-0.11,0.624,7.776,128,10.89,32.43
4563.484,0.065,0.622,7.776,128,10.89,32.44
4563.548,0.22,0.663,7.776,128,10.89,32.44
4563.613,-0.109,0.64,7.776,128,10.89,32.44
4563.677,-0.139,0.598,7.774,128,10.89,32.45
4563.742,-0.12,0.632,7.774,128,10.89,32.45
4563.806,-0.12,0.601,7.774,128,10.89,32.45
4563.871,-0.089,0.622,7.774,128,10.89,32.4
4563.935,-0.067,0.575,7.774,128,10.89,32.41
4564,-0.14,0.585,7.774,128,10.89,32.4
4564.065,0.144,0.619,7.774,128,10.89,32.4
4564.129,-0.045,0.653,7.774,128,10.89,32.41
4564.194,0.063,0.585,7.774,128,10.89,32.42
4564.258,0.319,0.614,7.774,128,10.89,32.43
4564.323,0.102,0.642,7.774,128,10.89,32.44
4564.387,-0.057,0.668,7.775,81,10.89,32.44
4564.452,-0.045,0.663,7.776,81,10.89,32.44
4564.516,-0.043,0.668,7.776,81,10.89,32.44
4564.581,-0.051,0.655,7.777,81,10.89,32.4
4564.645,0,0.647,7.778,81,10.89,32.39
4564.71,-0.037,0.603,7.778,81,10.89,32.4
4564.774,0.076,0.609,7.778,81,10.89,32.4
4564.839,0.047,0.591,7.779,81,10.89,32.41
4564.903,0.014,0.591,7.781,81,10.89,32.41
4564.968,0.153,0.575,7.781,81,10.89,32.43
4565.032,0.371,0.645,7.781,81,10.89,32.43
4565.097,0.049,0.64,7.781,81,10.89,32.43
4565.161,-0.033,0.632,7.782,79,10.89,32.45
4565.226,-0.024,0.637,7.783,79,10.89,32.48
4565.29,-0.033,0.678,7.783,79,10.89,32.51
4565.355,-0.032,0.689,7.783,79,10.89,32.52
4565.419,0.012,0.702,7.783,79,10.89,32.62
4565.484,-0.075,0.668,7.783,79,10.89,32.73
4565.548,0.169,0.678,7.783,79,10.89,32.82
4565.613,-0.02,0.64,7.783,79,10.89,32.96
4565.677,0.238,0.627,7.783,79,10.89,33.08
4565.742,0.332,0.642,7.783,79,10.89,33.23
4565.806,0.239,0.627,7.783,79,10.89,33.36
4565.871,-0.028,0.593,7.782,79,10.89,33.54
4565.935,-0.032,0.596,7.782,80,10.89,33.69
4566,-0.029,0.603,7.782,80,10.89,33.9
4566.065,-0.022,0.598,7.781,80,10.89,33.91
4566.129,-0.001,0.624,7.781,80,10.89,34.02
4566.194,-0.086,0.624,7.781,80,10.89,34.18
4566.258,0.181,0.645,7.779,80,10.9,34.33
4566.323,-0.009,0.673,7.778,80,10.9,34.47
4566.387,0.079,0.663,7.778,80,10.89,34.6
4566.452,0.316,0.66,7.778,80,10.89,34.75
4566.516,0.144,0.668,7.778,80,10.89,34.9
4566.581,-0.048,0.65,7.776,85,10.89,35.06
4566.645,-0.043,0.614,7.776,85,10.89,35.19
4566.71,-0.047,0.609,7.776,85,10.9,35.27
4566.774,0,0.632,7.774,85,10.89,35.29
4566.839,-0.077,0.58,7.774,85,10.89,35.36
4566.903,0.204,0.591,7.774,85,10.89,35.45
4566.968,-0.107,0.632,7.772,85,10.89,35.53
4567.032,0.005,0.622,7.771,85,10.89,35.55
4567.097,0.169,0.65,7.771,85,10.89,35.47
4567.161,0.305,0.622,7.77,85,10.89,35.33
4567.226,-0.031,0.658,7.769,85,10.89,35.16
4567.29,-0.07,0.684,7.769,88,10.89,34.98
4567.355,-0.058,0.64,7.767,88,10.9,34.77
4567.419,-0.069,0.637,7.766,88,10.9,34.52
4567.484,-0.012,0.653,7.766,88,10.89,34.25
4567.548,-0.084,0.606,7.766,88,10.89,34.07
4567.613,0.202,0.658,7.764,88,10.9,33.91
4567.677,-0.102,0.622,7.764,88,10.9,33.75
4567.742,0.003,0.642,7.762,88,10.89,33.62
4567.806,0.175,0.609,7.761,88,10.9,33.48
4567.871,0.334,0.585,7.761,88,10.9,33.36
4567.935,-0.018,0.622,7.761,88,10.9,33.25
4568,-0.056,0.647,7.759,84,10.9,33.17
4568.065,-0.044,0.64,7.759,84,10.89,33.07
4568.129,-0.049,0.634,7.757,84,10.9,32.95
4568.194,-0.007,0.645,7.757,84,10.9,32.8
4568.258,-0.045,0.65,7.756,84,10.9,32.75
4568.323,0.032,0.697,7.755,84,10.9,32.71
4568.387,0.076,0.66,7.752,84,10.9,32.65
4568.452,-0.001,0.692,7.751,84,10.9,32.63
4568.516,0.135,0.655,7.751,84,10.9,32.57
4568.581,0.369,0.634,7.751,84,10.9,32.53
4568.645,0.034,0.65,7.751,84,10.9,32.51
4568.71,-0.051,0.585,7.75,83,10.9,32.51
4568.774,-0.043,0.588,7.749,83,10.9,32.5
4568.839,-0.044,0.593,7.749,83,10.9,32.5
4568.903,-0.034,0.591,7.749,83,10.9,32.42
4568.968,-0.002,0.588,7.746,83,10.9,32.42
4569.032,-0.096,0.619,7.746,83,10.9,32.43
4569.097,0.174,0.66,7.746,83,10.9,32.42
4569.161,-0.025,0.632,7.746,83,10.9,32.44
4569.226,0.052,0.645,7.744,83,10.9,32.43
4569.29,0.285,0.686,7.744,83,10.9,32.44
4569.355,0.134,0.637,7.744,83,10.9,32.43
4569.419,-0.113,0.64,7.741,81,10.9,32.45
4569.484,-0.137,0.673,7.741,81,10.9,32.45
4569.548,-0.161,0.653,7.741,81,10.89,32.48
4569.613,-0.2,0.634,7.741,81,10.89,32.42
4569.677,-0.185,0.622,7.741,81,10.9,32.41
4569.742,-0.239,0.575,7.739,81,10.9,32.41
4569.806,-0.233,0.583,7.739,81,10.89,32.41
4569.871,-0.126,0.601,7.739,81,10.9,32.42
4569.935,-0.252,0.598,7.737,81,10.9,32.42
4570,-0.134,0.624,7.736,81,10.9,32.44
4570.065,0.096,0.619,7.736,79,10.9,32.44
