Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),RESP(mV)
2850.581,-0.135,-0.009,3.162,22.121,94,11.478
2850.645,0.048,-0.009,3.165,22.116,94,11.488
2850.71,0.05,-0.002,3.163,22.111,94,11.478
2850.774,0.01,-0.011,3.158,22.098,94,11.484
2850.839,0.01,-0.011,3.158,22.098,89,11.468
2850.903,0.016,-0.007,3.157,22.093,89,11.45
2850.968,0.006,-0.002,3.155,22.088,89,11.44
2851.032,-0.001,-0.008,3.153,22.085,89,11.462
2851.097,0.005,-0.009,3.152,22.081,89,11.486
2851.161,-0.353,-0.003,3.15,22.076,89,11.508
2851.226,0.036,-0.008,3.148,22.071,89,11.484
2851.29,0.048,-0.003,3.147,22.066,89,11.502
2851.355,0.039,0.004,3.145,22.06,89,11.484
2851.419,-0.005,-0.007,3.145,22.051,89,11.502
2851.484,0.024,-0.011,3.142,22.05,87,11.552
2851.548,0.014,-0.007,3.141,22.046,87,11.576
2851.613,0.011,0.005,3.14,22.039,87,11.604
2851.677,0.012,-0.006,3.14,22.032,87,11.628
2851.742,0.01,-0.005,3.138,22.027,87,11.642
2851.806,-0.327,-0.001,3.137,22.021,87,11.628
2851.871,-0.02,-0.008,3.137,22.014,87,11.616
2851.935,0.069,-0.005,3.135,22.007,87,11.618
2852,0.074,0.004,3.135,22.001,87,11.634
2852.065,0.032,-0.008,3.133,21.999,87,11.67
2852.129,0.037,-0.018,3.133,21.999,87,11.704
2852.194,0.064,-0.008,3.132,21.998,87,11.69
2852.258,0.115,-0.004,3.132,21.998,87,11.682
2852.323,0.119,-0.001,3.13,21.994,87,11.684
2852.387,0.122,-0.005,3.13,21.989,87,11.69
2852.452,0.122,0,3.127,21.981,87,11.704
2852.516,0.11,-0.006,3.127,21.973,87,11.682
2852.581,-0.304,-0.006,3.125,21.963,87,11.686
2852.645,0.1,-0.007,3.125,21.957,87,11.686
2852.71,0.105,0,3.125,21.953,87,11.672
2852.774,0.086,-0.003,3.122,21.947,87,11.642
2852.839,0.025,-0.008,3.122,21.94,87,11.61
2852.903,0.032,-0.011,3.122,21.938,87,11.574
2852.968,0.023,-0.009,3.12,21.936,87,11.54
2853.032,0.007,-0.002,3.12,21.932,87,11.528
2853.097,0,-0.003,3.12,21.927,87,11.55
2853.161,-0.002,-0.004,3.117,21.917,87,11.56
2853.226,-0.012,-0.001,3.117,21.912,87,11.568
2853.29,-0.29,-0.001,3.117,21.907,87,11.564
2853.355,-0.093,-0.004,3.117,21.9,87,11.546
2853.419,0.041,-0.006,3.116,21.894,87,11.544
2853.484,0.052,-0.007,3.117,21.888,87,11.562
2853.548,0.021,-0.006,3.117,21.884,87,11.564
2853.613,0.033,-0.016,3.115,21.88,87,11.556
2853.677,0.029,-0.01,3.112,21.877,87,11.554
2853.742,0.011,-0.002,3.112,21.872,87,11.578
2853.806,0.003,0.002,3.112,21.867,87,11.61
2853.871,-0.002,0.002,3.112,21.864,87,11.616
2853.935,-0.008,-0.002,3.11,21.86,94,11.62
2854,-0.29,0.004,3.108,21.853,94,11.62
2854.065,0.05,-0.006,3.107,21.842,94,11.608
2854.129,0.05,-0.006,3.107,21.842,94,11.582
2854.194,0.055,0.003,3.106,21.83,94,11.576
2854.258,0.003,-0.014,3.105,21.827,73,11.55
2854.323,0.012,-0.007,3.103,21.827,73,11.52
2854.387,0.001,-0.007,3.102,21.822,73,11.52
2854.452,-0.002,-0.004,3.102,21.817,73,11.49
2854.516,-0.004,-0.009,3.102,21.812,73,11.486
2854.581,-0.006,0,3.1,21.808,73,11.494
2854.645,-0.002,-0.002,3.1,21.804,73,11.494
2854.71,-0.366,-0.006,3.098,21.795,73,11.516
2854.774,0.052,-0.002,3.097,21.79,73,11.538
2854.839,0.058,-0.002,3.097,21.785,73,11.532
2854.903,0,-0.006,3.097,21.779,73,11.518
2854.968,0.009,-0.007,3.096,21.777,82,11.51
2855.032,0.004,-0.005,3.095,21.775,82,11.518
2855.097,-0.003,-0.005,3.095,21.77,82,11.542
2855.161,-0.001,-0.001,3.093,21.765,82,11.576
2855.226,0,-0.002,3.093,21.76,82,11.674
2855.29,-0.009,-0.008,3.091,21.755,82,11.706
2855.355,-0.384,-0.007,3.089,21.747,82,11.752
2855.419,-0.384,-0.007,3.089,21.747,82,11.776
2855.484,0.044,-0.003,3.085,21.733,82,11.782
2855.548,0.001,-0.006,3.085,21.729,82,11.806
2855.613,0.02,-0.007,3.084,21.728,82,11.83
2855.677,0.024,-0.006,3.083,21.73,82,11.862
2855.742,0.022,-0.002,3.083,21.732,82,11.92
2855.806,0.025,-0.004,3.083,21.73,82,11.972
2855.871,0.028,-0.009,3.08,21.725,82,12.046
2855.935,0.022,-0.004,3.08,21.72,82,12.16
2856,-0.305,-0.001,3.079,21.711,82,12.264
2856.065,0.098,-0.004,3.078,21.707,82,12.35
2856.129,0.09,-0.005,3.078,21.702,82,12.43
2856.194,0.044,-0.003,3.079,21.698,82,12.478
2856.258,0.092,-0.009,3.078,21.693,82,12.662
2856.323,0.099,-0.011,3.078,21.692,82,12.662
2856.387,0.107,-0.006,3.075,21.683,82,12.67
2856.452,0.107,-0.006,3.075,21.683,82,12.68
2856.516,0.113,-0.002,3.075,21.673,82,12.762
2856.581,-0.314,-0.003,3.074,21.668,82,12.816
2856.645,0.187,-0.003,3.073,21.663,89,12.892
2856.71,0.191,-0.006,3.073,21.658,89,12.964
2856.774,0.147,-0.002,3.07,21.653,89,12.982
2856.839,0.172,-0.003,3.07,21.648,89,12.976
2856.903,0.215,-0.013,3.07,21.65,89,12.954
2856.968,0.213,-0.004,3.068,21.647,89,12.892
2857.032,0.223,-0.004,3.068,21.639,89,12.82
2857.097,0.216,-0.004,3.066,21.633,89,12.762
2857.161,-0.247,-0.006,3.065,21.628,89,12.696
2857.226,0.264,0,3.065,21.624,88,12.572
2857.29,0.256,-0.006,3.064,21.62,88,12.524
2857.355,0.24,0.001,3.065,21.615,88,12.484
2857.419,0.146,-0.01,3.063,21.609,88,12.404
2857.484,0.15,-0.011,3.063,21.608,88,12.27
2857.548,0.122,-0.01,3.061,21.606,88,12.202
2857.613,0.083,-0.004,3.06,21.601,88,12.154
2857.677,0.062,-0.01,3.06,21.598,88,12.15
2857.742,0.039,-0.005,3.059,21.595,88,12.14
2857.806,0.054,-0.01,3.058,21.591,88,12.12
2857.871,-0.481,-0.009,3.058,21.585,88,12.116
2857.935,0.068,-0.005,3.056,21.579,88,12.11
2858,0.07,0.003,3.055,21.569,88,12.094
2858.065,0.07,0.003,3.055,21.569,88,12.114
2858.129,-0.006,-0.009,3.053,21.568,88,12.102
2858.194,-0.001,-0.003,3.053,21.568,88,12.06
2858.258,-0.01,0,3.053,21.57,88,12.038
2858.323,-0.012,-0.007,3.05,21.571,88,12.072
2858.387,-0.015,-0.005,3.05,21.575,88,12.104
2858.452,-0.015,-0.009,3.05,21.585,88,12.142
2858.516,-0.027,-0.001,3.048,21.598,88,12.184
2858.581,-0.245,0.004,3.049,21.618,88,12.204
2858.645,-0.289,-0.011,3.048,21.635,88,12.194
2858.71,0.05,-0.006,3.048,21.658,88,12.17
2858.774,0.063,-0.002,3.048,21.683,88,12.176
2858.839,0.021,-0.002,3.048,21.712,88,12.192
2858.903,-0.018,-0.017,3.045,21.741,88,12.202
2858.968,-0.012,-0.007,3.045,21.778,88,12.19
2859.032,-0.019,-0.01,3.044,21.81,88,12.154
2859.097,-0.024,-0.001,3.044,21.845,88,12.108
2859.161,-0.031,0,3.043,21.876,88,12.048
2859.226,-0.032,-0.005,3.043,21.908,88,11.994
2859.29,-0.031,-0.009,3.043,21.937,88,11.976
2859.355,-0.039,-0.002,3.041,21.964,88,11.988
2859.419,-0.043,-0.005,3.04,21.989,88,12.036
2859.484,-0.479,-0.007,3.04,22.011,88,12.076
2859.548,0.027,-0.001,3.04,22.033,88,12.088
2859.613,0.039,0.003,3.04,22.049,88,12.08
2859.677,0.009,0.001,3.04,22.064,88,12.07
2859.742,-0.034,-0.013,3.04,22.078,70,12.036
2859.806,-0.018,-0.004,3.04,22.092,70,11.992
2859.871,-0.02,-0.007,3.041,22.101,70,11.94
2859.935,-0.026,-0.008,3.04,22.106,70,11.918
2860,-0.028,0.002,3.041,22.113,70,11.898
2860.065,-0.024,-0.003,3.043,22.116,70,11.892
2860.129,-0.026,-0.004,3.043,22.12,70,11.876
2860.194,-0.032,-0.008,3.043,22.12,70,11.862
2860.258,-0.019,-0.006,3.043,22.117,70,11.788
2860.323,-0.47,-0.006,3.044,22.116,70,11.794
2860.387,0.023,-0.006,3.045,22.111,70,11.82
2860.452,0.041,-0.006,3.045,22.106,70,11.842
2860.516,0.039,0.001,3.045,22.098,70,11.866
2860.581,-0.024,-0.006,3.045,22.093,70,11.9
2860.645,-0.015,-0.008,3.045,22.088,70,11.936
2860.71,-0.012,-0.005,3.045,22.079,70,11.936
2860.774,-0.016,-0.005,3.045,22.068,70,11.894
2860.839,-0.013,-0.004,3.045,22.057,70,11.864
2860.903,-0.02,-0.004,3.046,22.045,70,11.864
2860.968,-0.023,-0.001,3.048,22.035,70,11.866
2861.032,-0.026,-0.004,3.045,22.01,70,11.854
2861.097,-0.428,-0.003,3.045,21.996,70,11.866
2861.161,0.031,-0.004,3.045,21.984,70,11.916
2861.226,0.042,-0.006,3.045,21.972,70,11.942
2861.29,0.041,-0.002,3.045,21.958,70,12.026
2861.355,-0.011,-0.004,3.045,21.945,70,12.042
2861.419,0.006,-0.012,3.044,21.934,70,12.098
2861.484,0.004,-0.007,3.044,21.922,70,12.184
2861.548,0.002,-0.006,3.043,21.894,70,12.26
2861.613,0,-0.005,3.041,21.883,70,12.29
2861.677,0,-0.005,3.04,21.871,70,12.298
2861.742,0.001,0,3.04,21.861,70,12.268
2861.806,0.006,-0.001,3.04,21.848,70,12.224
2861.871,-0.389,-0.004,3.038,21.838,70,12.174
2861.935,0.035,-0.007,3.039,21.828,70,12.138
2862,0.064,-0.004,3.038,21.831,70,12.126
2862.065,0.068,-0.002,3.038,21.847,70,12.132
2862.129,0.016,-0.015,3.038,21.865,70,12.136
2862.194,0.02,-0.009,3.035,21.87,70,12.118
2862.258,0.012,-0.005,3.035,21.875,70,12.13
2862.323,0.009,-0.001,3.035,21.875,70,12.138
2862.387,0.009,-0.007,3.033,21.872,70,12.162
2862.452,0.01,-0.003,3.033,21.87,70,12.204
2862.516,0.003,-0.004,3.033,21.865,70,12.258
2862.581,0.038,-0.003,3.033,21.857,70,12.32
2862.645,-0.37,-0.014,3.031,21.852,70,12.372
2862.71,0.054,0,3.03,21.845,70,12.39
2862.774,0.064,-0.004,3.03,21.838,70,12.362
2862.839,0.04,0,3.029,21.832,70,12.294
2862.903,0.005,-0.012,3.029,21.827,70,12.24
2862.968,0.027,-0.009,3.028,21.821,74,12.172
2863.032,0.014,-0.002,3.028,21.816,74,12.116
2863.097,0.016,-0.002,3.028,21.808,74,12.074
2863.161,0.014,-0.004,3.026,21.8,74,12.05
2863.226,0.014,-0.007,3.025,21.788,74,12.016
2863.29,-0.013,0,3.023,21.781,74,11.98
2863.355,-0.302,-0.012,3.023,21.775,74,11.922
2863.419,0.079,-0.004,3.023,21.77,74,11.866
2863.484,0.08,-0.002,3.023,21.765,74,11.82
2863.548,0.039,0.002,3.021,21.764,74,11.796
2863.613,0.026,-0.015,3.02,21.764,78,11.798
2863.677,0.043,-0.004,3.019,21.768,78,11.818
2863.742,0.038,-0.006,3.018,21.794,78,11.822
2863.806,0.04,-0.005,3.018,21.818,78,11.806
2863.871,0.031,-0.002,3.018,21.85,78,11.796
2863.935,0.033,-0.003,3.018,21.891,78,11.782
2864,-0.324,0,3.016,21.939,78,11.762
2864.065,0.082,-0.003,3.015,21.994,78,11.716
2864.129,0.085,-0.003,3.015,22.115,78,11.664
2864.194,0.085,-0.003,3.015,22.115,78,11.622
2864.258,0.031,-0.011,0,22.3,78,11.59
2864.323,0.043,-0.003,3.013,22.364,78,11.554
2864.387,0.045,-0.009,3.013,22.426,78,11.54
2864.452,0.042,-0.011,3.013,22.48,78,11.53
2864.516,0.033,-0.004,3.013,22.528,78,11.564
2864.581,-0.218,0,3.013,22.57,78,11.56
2864.645,-0.059,-0.006,3.015,22.608,81,11.564
2864.71,0.077,-0.003,3.015,22.641,81,11.56
2864.774,0.076,-0.002,3.018,22.695,81,11.498
2864.839,0.026,-0.021,3.02,22.716,81,11.508
2864.903,0.03,-0.003,3.02,22.733,81,11.502
2864.968,0.018,-0.004,3.023,22.743,81,11.512
2865.032,0.017,0,3.024,22.752,81,11.566
2865.097,0.019,-0.001,3.025,22.756,81,11.608
2865.161,0.011,0,3.028,22.759,81,11.6
2865.226,-0.22,0.004,3.028,22.756,81,11.61
2865.29,-0.079,-0.014,3.031,22.747,81,11.65
2865.355,0.067,0.001,3.033,22.741,81,11.65
2865.419,0.018,-0.008,3.033,22.733,81,11.648
2865.484,0.02,-0.013,3.034,22.723,81,11.65
2865.548,0.027,-0.004,3.035,22.713,81,11.818
2865.613,0.018,-0.003,3.036,22.703,81,11.77
2865.677,0.015,-0.002,3.038,22.691,81,11.818
2865.742,0.015,-0.007,3.038,22.684,81,11.77
2865.806,0.008,0.002,3.038,22.675,81,11.828
2865.871,0.014,-0.007,3.039,22.669,81,11.786
2865.935,-0.375,-0.003,3.039,22.663,81,11.816
2866,0.058,-0.003,3.04,22.655,80,11.854
2866.065,0.068,-0.006,3.04,22.65,80,11.84
2866.129,0.066,-0.003,3.041,22.645,80,11.766
2866.194,0.008,-0.009,3.04,22.642,80,11.728
2866.258,0.022,-0.013,3.041,22.638,80,11.698
2866.323,0.02,-0.007,3.04,22.631,80,11.662
2866.387,0.011,-0.005,3.04,22.624,80,11.63
2866.452,0.006,0.001,3.041,22.614,80,11.574
2866.516,0.011,-0.005,3.043,22.605,80,11.59
2866.581,0.011,-0.001,3.043,22.595,80,11.678
2866.645,0.017,-0.007,3.043,22.583,80,11.712
2866.71,-0.362,0.002,3.043,22.571,80,11.7
2866.774,0.052,-0.006,3.043,22.557,77,11.694
2866.839,0.067,-0.003,3.043,22.543,77,11.7
2866.903,0.062,-0.002,3.043,22.528,77,11.644
2866.968,0.004,-0.005,3.043,22.517,77,11.53
2867.032,0.018,-0.019,3.043,22.507,77,11.466
2867.097,0.018,-0.004,3.043,22.493,77,11.424
2867.161,0.01,-0.007,3.043,22.476,77,11.438
2867.226,0.008,-0.009,3.043,22.461,77,11.46
2867.29,0.006,-0.004,3.043,22.446,77,11.468
2867.355,0.002,-0.006,3.043,22.431,77,11.472
2867.419,-0.003,0,3.043,22.416,77,11.48
2867.484,-0.022,-0.004,3.043,22.382,77,11.5
2867.548,-0.022,-0.004,3.043,22.382,77,11.512
2867.613,0.06,-0.004,3.041,22.346,77,11.508
2867.677,0.016,-0.004,3.04,22.328,77,11.516
2867.742,0.012,-0.011,3.04,22.315,74,11.532
2867.806,0.016,-0.008,3.04,22.299,74,11.556
2867.871,0.009,-0.004,3.039,22.284,74,11.56
2867.935,0.003,-0.004,3.038,22.267,74,11.572
2868,0.006,-0.001,3.038,22.252,74,11.584
2868.065,0.002,-0.001,3.038,22.238,74,11.576
2868.129,-0.009,-0.003,3.038,22.208,74,11.584
2868.194,-0.393,-0.005,3.036,22.193,74,11.582
2868.258,0.057,0.001,3.035,22.178,74,11.582
2868.323,0.065,-0.009,3.035,22.161,74,11.59
2868.387,0.061,0.002,3.035,22.148,74,11.61
2868.452,0.013,-0.009,3.033,22.136,74,11.612
2868.516,0.035,-0.015,3.033,22.127,74,11.6
2868.581,0.04,-0.001,3.033,22.117,74,11.552
2868.645,0.029,-0.005,3.031,22.093,74,11.51
2868.71,0.026,0.001,3.03,22.079,74,11.494
2868.774,0.032,-0.004,3.028,22.07,74,11.462
2868.839,0.021,-0.007,3.028,22.059,74,11.456
2868.903,-0.036,0,3.028,22.046,74,11.45
2868.968,-0.27,-0.009,3.026,22.034,74,11.478
2869.032,0.082,-0.002,3.025,22.022,74,11.498
2869.097,0.086,-0.005,3.024,22.01,74,11.496
2869.161,0.057,-0.003,3.024,22,74,11.468
2869.226,0.03,-0.015,3.023,21.991,74,11.408
2869.29,0.042,-0.01,3.023,21.984,74,11.384
2869.355,0.037,-0.006,3.021,21.979,74,11.374
2869.419,0.033,-0.002,3.02,21.972,74,11.366
2869.484,0.033,-0.004,3.02,21.963,74,11.394
2869.548,0.029,-0.001,3.018,21.955,74,11.4
2869.613,0.026,-0.003,3.019,21.948,74,11.416
2869.677,0.017,-0.009,3.018,21.938,74,11.454
2869.742,-0.274,0.005,3.018,21.929,74,11.488
2869.806,-0.023,-0.007,3.016,21.92,72,11.576
2869.871,0.084,-0.004,3.015,21.91,72,11.652
2869.935,0.084,-0.004,3.015,21.9,72,11.662
2870,0.031,-0.001,3.013,21.893,72,11.712
2870.065,0.023,-0.014,3.013,21.885,72,11.764
2870.129,0.027,-0.013,3.013,21.882,72,11.752
2870.194,0.02,-0.003,3.011,21.876,72,11.778
2870.258,0.013,-0.005,3.01,21.87,72,11.804
2870.323,0.012,-0.009,3.01,21.862,72,11.786
2870.387,0.009,-0.004,3.009,21.856,72,11.792
2870.452,0,-0.003,3.008,21.85,72,11.786
2870.516,0.024,-0.006,3.008,21.842,72,11.794
2870.581,-0.366,-0.005,3.007,21.835,72,11.84
2870.645,0.053,-0.011,3.007,21.826,72,11.904
2870.71,0.055,0,3.006,21.818,72,11.964
2870.774,0.019,-0.002,3.006,21.812,72,12.01
2870.839,-0.016,-0.013,3.003,21.806,99,12.04
2870.903,0.025,-0.012,3.003,21.802,99,12.018
2870.968,0.022,-0.002,3.002,21.793,99,11.954
2871.032,0.015,0.001,3.001,21.788,99,11.87
2871.097,0.007,-0.002,2.999,21.78,99,11.786
2871.161,0.018,-0.002,2.999,21.774,99,11.774
2871.226,-0.391,-0.004,2.998,21.768,99,11.762
2871.29,0.061,-0.009,2.999,21.763,99,11.738
2871.355,0.038,0.003,2.998,21.748,99,11.756
2871.419,0.038,0.003,2.998,21.748,99,11.782
2871.484,-0.012,-0.007,2.996,21.735,99,11.8
2871.548,0.052,-0.006,2.996,21.733,83,11.822
2871.613,0.041,-0.007,2.996,21.728,83,11.786
2871.677,0.038,-0.004,2.996,21.72,83,11.726
2871.742,0.031,-0.002,2.993,21.714,83,11.652
2871.806,0.039,-0.002,2.993,21.708,83,11.596
2871.871,-0.377,-0.004,2.993,21.701,83,11.604
2871.935,0.075,-0.006,2.993,21.694,83,11.62
2872,0.102,-0.003,2.991,21.679,83,11.61
2872.065,0.03,-0.005,2.991,21.673,83,11.632
2872.129,0.032,-0.009,2.989,21.671,83,11.672
2872.194,0.039,-0.002,2.988,21.67,83,11.676
2872.258,0.032,-0.004,2.988,21.666,83,11.67
2872.323,0.026,-0.004,2.988,21.661,83,11.652
2872.387,0.026,-0.002,2.988,21.656,83,11.648
2872.452,0.018,-0.01,2.988,21.651,83,11.664
2872.516,0.032,-0.001,2.986,21.643,83,11.664
2872.581,-0.438,-0.007,2.986,21.638,83,11.662
2872.645,0.085,-0.013,2.986,21.633,79,11.672
2872.71,0.101,0.002,2.984,21.626,79,11.65
2872.774,0.099,0.004,2.983,21.621,79,11.596
2872.839,0.024,-0.008,2.983,21.615,79,11.576
2872.903,0.034,-0.013,2.983,21.613,79,11.604
2872.968,0.033,-0.004,2.981,21.611,79,11.59
2873.032,0.032,-0.007,2.981,21.606,79,11.562
2873.097,0.026,-0.002,2.981,21.601,79,11.542
2873.161,0.02,-0.006,2.978,21.59,79,11.472
2873.226,0.028,-0.007,2.978,21.584,79,11.406
2873.29,-0.426,-0.001,2.978,21.577,79,11.39
2873.355,0.069,-0.007,2.977,21.571,79,11.366
2873.419,0.079,-0.007,2.976,21.564,79,11.342
2873.484,0.075,0.004,2.976,21.559,79,11.324
2873.548,0.011,-0.005,2.976,21.551,79,11.262
2873.613,0.028,-0.011,2.974,21.549,78,11.242
2873.677,0.027,-0.004,2.974,21.546,78,11.268
2873.742,0.021,-0.002,2.973,21.544,78,11.268
2873.806,0.019,-0.006,2.973,21.539,78,11.278
2873.871,0.02,-0.002,2.973,21.534,78,11.302
2873.935,0.021,-0.004,2.972,21.527,78,11.274
2874,0.011,-0.004,2.971,21.523,78,11.208
2874.065,-0.251,0.001,2.971,21.517,78,11.196
2874.129,-0.095,-0.007,2.969,21.503,78,11.2
2874.194,0.092,-0.003,2.968,21.497,78,11.24
2874.258,0.051,-0.004,2.968,21.492,78,11.278
2874.323,0.034,-0.013,2.968,21.488,78,11.296
2874.387,0.04,-0.004,2.968,21.486,78,11.268
2874.452,0.034,-0.005,2.968,21.484,78,11.234
2874.516,0.02,-0.006,2.966,21.479,78,11.21
2874.581,0.015,-0.003,2.966,21.474,78,11.212
2874.645,0.016,0.001,2.966,21.469,78,11.228
2874.71,0.008,-0.005,2.964,21.465,78,11.236
2874.774,0.036,0.001,2.963,21.459,99,11.244
2874.839,-0.396,-0.006,2.963,21.456,99,11.272
2874.903,0.067,0,2.963,21.452,99,11.324
2874.968,0.074,-0.006,2.963,21.447,99,11.332
2875.032,0.063,-0.003,2.961,21.445,99,11.344
2875.097,0.009,-0.006,2.961,21.44,99,11.364
2875.161,0.026,-0.013,2.959,21.441,99,11.388
2875.226,0.029,-0.002,2.958,21.439,99,11.402
2875.29,0.022,-0.005,2.958,21.432,99,11.43
2875.355,0.011,-0.006,2.958,21.43,99,11.442
2875.419,0.006,-0.006,2.958,21.426,99,11.462
2875.484,0.006,-0.004,2.956,21.422,99,11.524
2875.548,-0.369,0,2.956,21.417,99,11.54
2875.613,0.051,-0.01,2.956,21.414,99,11.554
2875.677,0.066,0.002,2.956,21.41,99,11.584
2875.742,0.068,-0.004,2.953,21.405,99,11.62
2875.806,0.009,-0.007,2.953,21.396,99,11.644
2875.871,0.016,-0.006,2.953,21.394,101,11.676
2875.935,0.005,-0.003,2.951,21.39,101,11.704
2876,-0.001,-0.005,2.951,21.387,101,11.69
2876.065,-0.003,-0.007,2.949,21.382,101,11.676
2876.129,-0.011,-0.006,2.949,21.379,101,11.632
2876.194,-0.006,-0.002,2.948,21.375,101,11.598
2876.258,-0.397,-0.001,2.948,21.37,101,11.56
2876.323,0.032,-0.005,2.948,21.36,101,11.538
2876.387,0.039,-0.004,2.948,21.355,101,11.512
2876.452,-0.017,-0.013,2.947,21.35,101,11.488
2876.516,-0.001,-0.013,2.946,21.347,107,11.48
2876.581,-0.004,-0.001,2.946,21.343,107,11.454
2876.645,-0.01,-0.007,2.944,21.34,107,11.386
2876.71,-0.004,-0.005,2.943,21.333,107,11.284
2876.774,-0.004,-0.005,2.943,21.333,107,11.232
2876.839,-0.017,-0.001,2.943,21.323,107,11.286
2876.903,-0.348,-0.008,2.942,21.318,107,11.29
2876.968,0.05,0.004,2.941,21.313,107,11.298
2877.032,0.05,-0.001,2.941,21.308,107,11.254
2877.097,0.017,-0.005,2.939,21.303,107,11.166
2877.161,-0.01,-0.006,2.941,21.298,80,11.152
2877.226,0.004,-0.008,2.938,21.294,80,11.13
2877.29,-0.003,-0.006,2.938,21.29,80,11.124
2877.355,-0.011,-0.004,2.938,21.283,80,11.17
2877.419,-0.018,-0.004,2.937,21.279,80,11.212
2877.484,-0.007,-0.001,2.936,21.275,80,11.218
2877.548,-0.375,-0.002,2.936,21.271,80,11.178
2877.613,0.017,-0.005,2.934,21.266,80,11.048
2877.677,0.014,-0.001,2.934,21.261,80,10.904
2877.742,-0.01,0,2.934,21.256,80,10.916
2877.806,-0.049,-0.004,2.933,21.252,81,11.008
2877.871,-0.007,-0.01,2.933,21.25,81,11.098
2877.935,-0.011,-0.003,2.933,21.247,81,11.152
2878,-0.022,-0.01,2.932,21.243,81,11.148
2878.065,-0.019,-0.009,2.931,21.24,81,11.102
2878.129,-0.026,-0.001,2.931,21.236,81,11.042
2878.194,-0.256,0.001,2.931,21.231,81,10.966
2878.258,-0.156,-0.009,2.929,21.228,81,10.92
2878.323,0.033,-0.005,2.928,21.225,81,10.908
2878.387,0.027,-0.001,2.928,21.219,81,10.932
2878.452,-0.033,0.002,2.928,21.216,81,10.952
2878.516,0.006,-0.011,2.926,21.208,88,10.974
2878.581,0.021,0.001,2.927,21.207,88,10.996
2878.645,0.022,-0.003,2.926,21.203,88,11.002
2878.71,0.017,-0.004,2.926,21.198,88,11.018
2878.774,0.029,-0.003,2.923,21.196,88,11.04
2878.839,-0.39,-0.006,2.923,21.191,88,11.074
2878.903,0.08,-0.011,2.923,21.186,88,11.108
2878.968,0.094,0.007,2.923,21.181,88,11.118
2879.032,0.083,-0.003,2.921,21.174,88,11.104
2879.097,0.057,-0.003,2.921,21.173,88,11.096
2879.161,0.053,-0.015,2.921,21.171,88,11.112
2879.226,0.038,-0.013,2.92,21.17,88,11.162
2879.29,0.057,-0.006,2.919,21.179,88,11.186
2879.355,0.039,0,2.919,21.203,88,11.17
2879.419,0.043,0.007,2.919,21.242,88,11.114
2879.484,-0.404,-0.005,2.919,21.283,88,11.056
2879.548,0.088,-0.009,2.919,21.323,84,11.01
2879.613,0.106,-0.01,2.917,21.355,84,10.946
2879.677,0.083,-0.004,2.916,21.386,84,10.912
2879.742,0.025,-0.01,2.916,21.426,84,10.926
2879.806,0.035,-0.001,2.914,21.457,84,11
2879.871,0.041,0,2.915,21.477,84,11.064
2879.935,0.037,-0.013,2.914,21.488,84,11.122
2880,0.036,0.002,2.914,21.498,84,11.162
2880.065,0.019,-0.006,2.914,21.503,84,11.198
2880.129,0.034,-0.002,2.914,21.502,84,11.236
2880.194,-0.397,0.001,2.912,21.504,84,11.258
2880.258,0.072,-0.003,2.911,21.516,84,11.284
2880.323,0.082,0.001,2.911,21.534,84,11.298
2880.387,0.062,-0.005,2.909,21.527,84,11.268
2880.452,0.011,-0.003,2.909,21.508,84,11.232
2880.516,0.031,-0.013,2.909,21.493,84,11.186
2880.581,0.034,-0.004,2.909,21.477,84,11.154
2880.645,0.026,-0.01,2.909,21.458,84,11.174
2880.71,0.023,-0.007,2.909,21.43,84,11.23
2880.774,0.022,-0.001,2.909,21.4,84,11.268
2880.839,0.014,-0.011,2.907,21.385,84,11.288
2880.903,0.036,-0.005,2.906,21.371,84,11.306
2880.968,-0.402,0.002,2.906,21.359,84,11.328
2881.032,0.082,-0.009,2.906,21.349,78,11.35
2881.097,0.083,-0.007,2.906,21.339,78,11.398
2881.161,0.069,0.002,2.904,21.33,78,11.428
2881.226,0.02,-0.013,2.904,21.327,78,11.378
2881.29,0.039,-0.008,2.904,21.324,78,11.378
2881.355,0.033,-0.006,2.904,21.315,78,11.408
2881.419,0.019,0.004,2.904,21.31,78,11.422
2881.484,0.02,-0.001,2.904,21.307,78,11.468
2881.548,0.011,-0.005,2.901,21.308,78,11.522
2881.613,0.016,-0.002,2.901,21.31,78,11.554
2881.677,-0.371,-0.002,2.901,21.318,78,11.538
2881.742,0.054,-0.002,2.901,21.332,75,11.478
2881.806,0.064,-0.009,2.899,21.35,75,11.422
2881.871,0.049,-0.004,2.899,21.418,75,11.406
2881.935,0.021,-0.004,2.899,21.467,75,11.388
2882,0.017,-0.009,2.899,21.518,75,11.358
2882.065,0.014,-0.01,2.899,21.567,75,11.324
2882.129,0.013,-0.008,2.899,21.621,75,11.288
2882.194,0.018,-0.001,2.896,21.672,75,11.246
2882.258,0.01,-0.001,2.896,21.724,75,11.224
2882.323,-0.072,-0.001,2.896,21.771,75,11.214
2882.387,-0.227,-0.005,2.896,21.816,75,11.208
2882.452,0.074,-0.001,2.895,21.856,107,11.218
2882.516,0.075,-0.003,2.895,21.892,107,11.242
2882.581,0.017,-0.009,2.895,21.925,107,11.272
2882.645,0.033,-0.007,2.894,21.962,107,11.306
2882.71,0.06,-0.012,2.894,21.992,107,11.34
